Disease ID	Disease Name	Gene ID	Gene Name	Genotype	Gene Symbol(s)	Phenotype ID	Phenotype Name	Entity ID	Entity Name	Quality ID	Quality Name	Add'l Entity ID	Add'l Entity Name	Age of Onset ID	Age of Onset Name	Evidence	Frequency	Abnormal ID	Abnormal Name	Negation ID	Negation Name	Description	Orthologs	Pub	Date Created	
MIM:208920	ATAXIA, EARLY-ONSET, WITH OCULOMOTOR APRAXIA AND HYPOALBUMINEMIA EAOH ATAXIA-OCULOMOTOR APRAXIA 1 ATAXIA-TELANGIECTASIA-LIKE SYNDROME CEREBELLAR ATAXIA, EARLY-ONSET, WITH HYPOALBUMINEMIA ATAXIA, ADULT-ONSET, WITH OCULOMOTOR APRAXIA, INCLUDED	MIM:606350	APRATAXIN		APTX	HP:0002078	Truncal ataxia									TAS								OMIM:208920 	Feb 17, 2009	
MIM:208920	ATAXIA, EARLY-ONSET, WITH OCULOMOTOR APRAXIA AND HYPOALBUMINEMIA EAOH ATAXIA-OCULOMOTOR APRAXIA 1 ATAXIA-TELANGIECTASIA-LIKE SYNDROME CEREBELLAR ATAXIA, EARLY-ONSET, WITH HYPOALBUMINEMIA ATAXIA, ADULT-ONSET, WITH OCULOMOTOR APRAXIA, INCLUDED	MIM:606350	APRATAXIN		APTX	HP:0002650	Scoliosis			PATO:0002049	lateral and rotional curvature					PCS	6/12							PMID:14506070	Feb 17, 2009	
MIM:208920	ATAXIA, EARLY-ONSET, WITH OCULOMOTOR APRAXIA AND HYPOALBUMINEMIA EAOH ATAXIA-OCULOMOTOR APRAXIA 1 ATAXIA-TELANGIECTASIA-LIKE SYNDROME CEREBELLAR ATAXIA, EARLY-ONSET, WITH HYPOALBUMINEMIA ATAXIA, ADULT-ONSET, WITH OCULOMOTOR APRAXIA, INCLUDED	MIM:606350	APRATAXIN		APTX	HP:0002936	Distal sensory impairment	FMA:30327	null	HP:0003474	Sensory impairment					TAS								OMIM:208920 	Feb 17, 2009	
MIM:208920	ATAXIA, EARLY-ONSET, WITH OCULOMOTOR APRAXIA AND HYPOALBUMINEMIA EAOH ATAXIA-OCULOMOTOR APRAXIA 1 ATAXIA-TELANGIECTASIA-LIKE SYNDROME CEREBELLAR ATAXIA, EARLY-ONSET, WITH HYPOALBUMINEMIA ATAXIA, ADULT-ONSET, WITH OCULOMOTOR APRAXIA, INCLUDED	MIM:606350	APRATAXIN		APTX	HP:0003073	Hypoalbuminemia									PCS	10/12							PMID:14506070	Feb 17, 2009	
MIM:208920	ATAXIA, EARLY-ONSET, WITH OCULOMOTOR APRAXIA AND HYPOALBUMINEMIA EAOH ATAXIA-OCULOMOTOR APRAXIA 1 ATAXIA-TELANGIECTASIA-LIKE SYNDROME CEREBELLAR ATAXIA, EARLY-ONSET, WITH HYPOALBUMINEMIA ATAXIA, ADULT-ONSET, WITH OCULOMOTOR APRAXIA, INCLUDED	MIM:606350	APRATAXIN		APTX	HP:0003124	Hypercholesterolemia									PCS	9/12							PMID:14506070	Feb 17, 2009	
MIM:208920	ATAXIA, EARLY-ONSET, WITH OCULOMOTOR APRAXIA AND HYPOALBUMINEMIA EAOH ATAXIA-OCULOMOTOR APRAXIA 1 ATAXIA-TELANGIECTASIA-LIKE SYNDROME CEREBELLAR ATAXIA, EARLY-ONSET, WITH HYPOALBUMINEMIA ATAXIA, ADULT-ONSET, WITH OCULOMOTOR APRAXIA, INCLUDED	MIM:606350	APRATAXIN		APTX	HP:0003387	Decreased number of large myelinated fibers									TAS								OMIM:208920 	Feb 17, 2009	
MIM:208920	ATAXIA, EARLY-ONSET, WITH OCULOMOTOR APRAXIA AND HYPOALBUMINEMIA EAOH ATAXIA-OCULOMOTOR APRAXIA 1 ATAXIA-TELANGIECTASIA-LIKE SYNDROME CEREBELLAR ATAXIA, EARLY-ONSET, WITH HYPOALBUMINEMIA ATAXIA, ADULT-ONSET, WITH OCULOMOTOR APRAXIA, INCLUDED	MIM:606350	APRATAXIN		APTX	HP:0003661	Onset in childhood or adolescence									TAS								OMIM:208920 	Feb 17, 2009	
MIM:208920	ATAXIA, EARLY-ONSET, WITH OCULOMOTOR APRAXIA AND HYPOALBUMINEMIA EAOH ATAXIA-OCULOMOTOR APRAXIA 1 ATAXIA-TELANGIECTASIA-LIKE SYNDROME CEREBELLAR ATAXIA, EARLY-ONSET, WITH HYPOALBUMINEMIA ATAXIA, ADULT-ONSET, WITH OCULOMOTOR APRAXIA, INCLUDED	MIM:606350	APRATAXIN		APTX	HP:0003662	Adult onset has been reported									TAS								OMIM:208920 	Feb 17, 2009	
MIM:208920	ATAXIA, EARLY-ONSET, WITH OCULOMOTOR APRAXIA AND HYPOALBUMINEMIA EAOH ATAXIA-OCULOMOTOR APRAXIA 1 ATAXIA-TELANGIECTASIA-LIKE SYNDROME CEREBELLAR ATAXIA, EARLY-ONSET, WITH HYPOALBUMINEMIA ATAXIA, ADULT-ONSET, WITH OCULOMOTOR APRAXIA, INCLUDED	MIM:606350	APRATAXIN		APTX	HP:0003693	Distal amyotrophy	_:distal_muscle	null	PATO:0001623	atrophied					TAS								OMIM:208920 	Feb 17, 2009	
MIM:208920	ATAXIA, EARLY-ONSET, WITH OCULOMOTOR APRAXIA AND HYPOALBUMINEMIA EAOH ATAXIA-OCULOMOTOR APRAXIA 1 ATAXIA-TELANGIECTASIA-LIKE SYNDROME CEREBELLAR ATAXIA, EARLY-ONSET, WITH HYPOALBUMINEMIA ATAXIA, ADULT-ONSET, WITH OCULOMOTOR APRAXIA, INCLUDED	MIM:606350	APRATAXIN		APTX	HP:0006822	Mental deterioration in a subset of patients									IEA									Feb 17, 2009	
MIM:208920	ATAXIA, EARLY-ONSET, WITH OCULOMOTOR APRAXIA AND HYPOALBUMINEMIA EAOH ATAXIA-OCULOMOTOR APRAXIA 1 ATAXIA-TELANGIECTASIA-LIKE SYNDROME CEREBELLAR ATAXIA, EARLY-ONSET, WITH HYPOALBUMINEMIA ATAXIA, ADULT-ONSET, WITH OCULOMOTOR APRAXIA, INCLUDED	MIM:606350	APRATAXIN		APTX	HP:0007028	Choreoathetosis, more frequent at disease onset									PCS	11/14							PMID:14506070	Feb 17, 2009	
MIM:208920	ATAXIA, EARLY-ONSET, WITH OCULOMOTOR APRAXIA AND HYPOALBUMINEMIA EAOH ATAXIA-OCULOMOTOR APRAXIA 1 ATAXIA-TELANGIECTASIA-LIKE SYNDROME CEREBELLAR ATAXIA, EARLY-ONSET, WITH HYPOALBUMINEMIA ATAXIA, ADULT-ONSET, WITH OCULOMOTOR APRAXIA, INCLUDED	MIM:606350	APRATAXIN		APTX	HP:0007050	Cerebellar ataxia, severe									PCS	14/14							PMID:14506070	Feb 17, 2009	
MIM:208920	ATAXIA, EARLY-ONSET, WITH OCULOMOTOR APRAXIA AND HYPOALBUMINEMIA EAOH ATAXIA-OCULOMOTOR APRAXIA 1 ATAXIA-TELANGIECTASIA-LIKE SYNDROME CEREBELLAR ATAXIA, EARLY-ONSET, WITH HYPOALBUMINEMIA ATAXIA, ADULT-ONSET, WITH OCULOMOTOR APRAXIA, INCLUDED	MIM:606350	APRATAXIN		APTX	HP:0007304	Nerve biopsy shows axonal degeneration									ITM									Feb 17, 2009	
