Disease ID	Disease Name	Gene ID	Gene Name	Genotype	Gene Symbol(s)	Phenotype ID	Phenotype Name	Entity ID	Entity Name	Quality ID	Quality Name	Add'l Entity ID	Add'l Entity Name	Age of Onset ID	Age of Onset Name	Evidence	Frequency	Abnormal ID	Abnormal Name	Negation ID	Negation Name	Description	Orthologs	Pub	Date Created	
MIM:606002	SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE 1 ATAXIA-OCULAR APRAXIA 2	MIM:608465	SENATAXIN		SETX	HP:0003814	Variable severity									TAS								OMIM:606002	Feb 17, 2009	
MIM:606002	SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE 1 ATAXIA-OCULAR APRAXIA 2	MIM:608465	SENATAXIN		SETX	HP:0004435	Hypergammaglobulinemia									TAS								OMIM:606002	Feb 17, 2009	
MIM:606002	SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE 1 ATAXIA-OCULAR APRAXIA 2	MIM:608465	SENATAXIN		SETX	HP:0006254	Elevated alpha-fetoprotein									PCS	6/6							PMID:16636238	Feb 17, 2009	
MIM:606002	SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE 1 ATAXIA-OCULAR APRAXIA 2	MIM:608465	SENATAXIN		SETX	HP:0006879	Pontocerebellar atrophy									TAS								OMIM:606002	Feb 17, 2009	
MIM:606002	SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE 1 ATAXIA-OCULAR APRAXIA 2	MIM:608465	SENATAXIN		SETX	HP:0006886	Decreased distal vibration sense									PCS								PMID:16636238	Feb 17, 2009	
MIM:606002	SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE 1 ATAXIA-OCULAR APRAXIA 2	MIM:608465	SENATAXIN		SETX	HP:0006981	Decreased distal touch sense									TAS	57%							OMIM:606002	Feb 17, 2009	
MIM:606002	SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE 1 ATAXIA-OCULAR APRAXIA 2	MIM:608465	SENATAXIN		SETX	HP:0000639	Nystagmus									PCS	8/10							PMID:16636238	Sep 7, 2010	
MIM:606002	SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE 1 ATAXIA-OCULAR APRAXIA 2	MIM:608465	SENATAXIN		SETX	HP:0001272	Cerebellar atrophy									PCS	8/8							PMID:16636238	Sep 7, 2010	
MIM:606002	SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE 1 ATAXIA-OCULAR APRAXIA 2	MIM:608465	SENATAXIN		SETX	HP:0010831	Impaired proprioception									PCS	10/10							PMID:16636238	Sep 7, 2010	
MIM:606002	SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE 1 ATAXIA-OCULAR APRAXIA 2	MIM:608465	SENATAXIN		SETX	HP:0003477	Axonal neuropathy									PCS	8/8							PMID:16636238	Sep 7, 2010	
