Disease ID	Disease Name	Gene ID	Gene Name	Genotype	Gene Symbol(s)	Phenotype ID	Phenotype Name	Age of Onset ID	Age of Onset Name	Evidence ID	Evidence Name	Frequency	Sex ID	Sex Name	Negation ID	Negation Name	Description	Pub	Assigned by	Date Created	
OMIM:614008	#614008 NESTOR-GUILLERMO PROGERIA SYNDROME; NGPS;;PROGERIA SYNDROME, CHILDHOOD-ONSET, WITH OSTEOLYSIS; PSCOO					HP:0001371	Flexion contracture			IEA	IEA						OMIM-CS:SKELETAL > JOINT CONTRACTURES	OMIM:614008	HPO:skoehler	Oct 17, 2012	
OMIM:614008	#614008 NESTOR-GUILLERMO PROGERIA SYNDROME; NGPS;;PROGERIA SYNDROME, CHILDHOOD-ONSET, WITH OSTEOLYSIS; PSCOO					HP:0001387	Joint stiffness			IEA	IEA						OMIM-CS:SKELETAL > STIFF JOINTS	OMIM:614008	HPO:skoehler	Oct 17, 2012	
OMIM:614008	#614008 NESTOR-GUILLERMO PROGERIA SYNDROME; NGPS;;PROGERIA SYNDROME, CHILDHOOD-ONSET, WITH OSTEOLYSIS; PSCOO					HP:0001476	Delayed closure of the anterior fontanelle			IEA	IEA						OMIM-CS:SKELETAL_SKULL > DELAYED CLOSURE OF ANTERIOR FONTANEL	OMIM:614008	HPO:skoehler	Oct 17, 2012	
OMIM:614008	#614008 NESTOR-GUILLERMO PROGERIA SYNDROME; NGPS;;PROGERIA SYNDROME, CHILDHOOD-ONSET, WITH OSTEOLYSIS; PSCOO					HP:0002650	Scoliosis			IEA	IEA						OMIM-CS:SKELETAL_SPINE > SCOLIOSIS	OMIM:614008	HPO:skoehler	Oct 17, 2012	
OMIM:614008	#614008 NESTOR-GUILLERMO PROGERIA SYNDROME; NGPS;;PROGERIA SYNDROME, CHILDHOOD-ONSET, WITH OSTEOLYSIS; PSCOO					HP:0000653	Sparse eyelashes			IEA	IEA						OMIM-CS:SKIN, NAILS, HAIR_HAIR > SPARSE EYELASHES	OMIM:614008	HPO:skoehler	Oct 17, 2012	
OMIM:614008	#614008 NESTOR-GUILLERMO PROGERIA SYNDROME; NGPS;;PROGERIA SYNDROME, CHILDHOOD-ONSET, WITH OSTEOLYSIS; PSCOO					HP:0005585	Spotty hyperpigmentation			IEA	IEA						OMIM-CS:SKIN, NAILS, HAIR_SKIN > PATCHY HYPERPIGMENTATION	OMIM:614008	HPO:skoehler	Oct 17, 2012	
OMIM:614008	#614008 NESTOR-GUILLERMO PROGERIA SYNDROME; NGPS;;PROGERIA SYNDROME, CHILDHOOD-ONSET, WITH OSTEOLYSIS; PSCOO					HP:0002092	Pulmonary hypertension			IEA	IEA						OMIM-CS:CARDIOVASCULAR_RIGHT BUNDLE BRANCH BLOCK VASCULAR > PULMONARY HYPERTENSION (SECONDARY TO SCOLIOSIS, IN SOME PATIENTS)	OMIM:614008	HPO:skoehler	Nov 18, 2012	
OMIM:614008	#614008 NESTOR-GUILLERMO PROGERIA SYNDROME; NGPS;;PROGERIA SYNDROME, CHILDHOOD-ONSET, WITH OSTEOLYSIS; PSCOO					HP:0002797	Osteolysis			IEA	IEA						OMIM-CS:CHEST_RIBS, STERNUM, CLAVICLES, AND SCAPULAE > OSTEOLYSIS OF CLAVICLES	OMIM:614008	HPO:skoehler	Nov 18, 2012	
OMIM:614008	#614008 NESTOR-GUILLERMO PROGERIA SYNDROME; NGPS;;PROGERIA SYNDROME, CHILDHOOD-ONSET, WITH OSTEOLYSIS; PSCOO					HP:0000772	Abnormality of the ribs			IEA	IEA						OMIM-CS:CHEST_RIBS, STERNUM, CLAVICLES, AND SCAPULAE > OSTEOLYSIS OF RIBS	OMIM:614008	HPO:skoehler	Nov 18, 2012	
OMIM:614008	#614008 NESTOR-GUILLERMO PROGERIA SYNDROME; NGPS;;PROGERIA SYNDROME, CHILDHOOD-ONSET, WITH OSTEOLYSIS; PSCOO					HP:0000535	Sparse eyebrow			IEA	IEA						OMIM-CS:HEAD AND NECK_EYES > SPARSE EYEBROWS	OMIM:614008	HPO:skoehler	Nov 18, 2012	
OMIM:614008	#614008 NESTOR-GUILLERMO PROGERIA SYNDROME; NGPS;;PROGERIA SYNDROME, CHILDHOOD-ONSET, WITH OSTEOLYSIS; PSCOO					HP:0000277	Abnormality of the mandible			IEA	IEA						OMIM-CS:HEAD AND NECK_FACE > MANDIBULAR OSTEOLYSIS	OMIM:614008	HPO:skoehler	Nov 18, 2012	
OMIM:614008	#614008 NESTOR-GUILLERMO PROGERIA SYNDROME; NGPS;;PROGERIA SYNDROME, CHILDHOOD-ONSET, WITH OSTEOLYSIS; PSCOO					HP:0002621	Atherosclerosis			IEA	IEA						OMIM-CS:MISCELLANEOUS > ATHEROSCLEROSIS, CARDIAC ISCHEMIA, OR METABOLIC ABNORMALITIES	OMIM:614008	HPO:skoehler	Nov 18, 2012	
OMIM:614008	#614008 NESTOR-GUILLERMO PROGERIA SYNDROME; NGPS;;PROGERIA SYNDROME, CHILDHOOD-ONSET, WITH OSTEOLYSIS; PSCOO					HP:0100578	Lipoatrophy			IEA	IEA						OMIM-CS:MUSCLE, SOFT TISSUE > LIPOATROPHY, GENERALIZED	OMIM:614008	HPO:skoehler	Nov 18, 2012	
OMIM:614008	#614008 NESTOR-GUILLERMO PROGERIA SYNDROME; NGPS;;PROGERIA SYNDROME, CHILDHOOD-ONSET, WITH OSTEOLYSIS; PSCOO					HP:0000939	Osteoporosis			IEA	IEA						OMIM-CS:SKELETAL > OSTEOPOROSIS, SEVERE	OMIM:614008	HPO:skoehler	Nov 18, 2012	
OMIM:614008	#614008 NESTOR-GUILLERMO PROGERIA SYNDROME; NGPS;;PROGERIA SYNDROME, CHILDHOOD-ONSET, WITH OSTEOLYSIS; PSCOO					HP:0009839	Osteolytic defects of the distal phalanges of the hand			IEA	IEA						OMIM-CS:SKELETAL_HANDS > OSTEOLYSIS OF DISTAL PHALANGES	OMIM:614008	HPO:skoehler	Nov 18, 2012	
OMIM:614008	#614008 NESTOR-GUILLERMO PROGERIA SYNDROME; NGPS;;PROGERIA SYNDROME, CHILDHOOD-ONSET, WITH OSTEOLYSIS; PSCOO					HP:0002973	Abnormality of the forearm			IEA	IEA						OMIM-CS:SKELETAL_LIMBS > OSTEOLYSIS OF RADII	OMIM:614008	HPO:skoehler	Nov 18, 2012	
OMIM:614008	#614008 NESTOR-GUILLERMO PROGERIA SYNDROME; NGPS;;PROGERIA SYNDROME, CHILDHOOD-ONSET, WITH OSTEOLYSIS; PSCOO					HP:0010537	Wide cranial sutures			IEA	IEA						OMIM-CS:SKELETAL_SKULL > WIDELY OPEN CRANIAL SUTURES	OMIM:614008	HPO:skoehler	Nov 18, 2012	
OMIM:614008	#614008 NESTOR-GUILLERMO PROGERIA SYNDROME; NGPS;;PROGERIA SYNDROME, CHILDHOOD-ONSET, WITH OSTEOLYSIS; PSCOO					HP:0000535	Sparse eyebrow			IEA	IEA						OMIM-CS:SKIN, NAILS, HAIR_HAIR > SPARSE EYEBROWS	OMIM:614008	HPO:skoehler	Nov 18, 2012	
OMIM:614008	#614008 NESTOR-GUILLERMO PROGERIA SYNDROME; NGPS;;PROGERIA SYNDROME, CHILDHOOD-ONSET, WITH OSTEOLYSIS; PSCOO					HP:0000905	Progressive clavicular acroosteolysis			IEA	IEA						OMIM-CS:CHEST_RIBS, STERNUM, CLAVICLES, AND SCAPULAE > OSTEOLYSIS OF CLAVICLES	OMIM:614008	HPO:skoehler	Nov 19, 2012	
OMIM:614008	#614008 NESTOR-GUILLERMO PROGERIA SYNDROME; NGPS;;PROGERIA SYNDROME, CHILDHOOD-ONSET, WITH OSTEOLYSIS; PSCOO					HP:0011800	Midface retrusion			IEA	IEA						OMIM-CS:HEAD AND NECK_FACE > MIDFACE HYPOPLASIA	OMIM:614008	HPO:skoehler	28.11.2013
