OMIM:606003	#606003 TRANSALDOLASE DEFICIENCY;;EYAID SYNDROME;;TALDO DEFICIENCY					HP:0000322	Short philtrum			IEA	IEA						OMIM-CS:HEAD AND NECK_FACE > SHORT PHILTRUM	OMIM:606003	HPO:skoehler	26.07.2015
OMIM:606003	#606003 TRANSALDOLASE DEFICIENCY;;EYAID SYNDROME;;TALDO DEFICIENCY					HP:0000325	Triangular face			IEA	IEA						OMIM-CS:HEAD AND NECK_FACE > TRIANGULAR FACE	OMIM:606003	HPO:skoehler	26.07.2015
OMIM:606003	#606003 TRANSALDOLASE DEFICIENCY;;EYAID SYNDROME;;TALDO DEFICIENCY					HP:0000233	Thin vermilion border			IEA	IEA						OMIM-CS:HEAD AND NECK_MOUTH > THIN LIPS	OMIM:606003	HPO:skoehler	26.07.2015
OMIM:606003	#606003 TRANSALDOLASE DEFICIENCY;;EYAID SYNDROME;;TALDO DEFICIENCY					HP:0000154	Wide mouth			IEA	IEA						OMIM-CS:HEAD AND NECK_MOUTH > WIDE MOUTH	OMIM:606003	HPO:skoehler	26.07.2015
OMIM:606003	#606003 TRANSALDOLASE DEFICIENCY;;EYAID SYNDROME;;TALDO DEFICIENCY					HP:0005280	Depressed nasal bridge			IEA	IEA						OMIM-CS:HEAD AND NECK_NOSE > DEPRESSED NASAL BRIDGE	OMIM:606003	HPO:skoehler	26.07.2015
OMIM:606003	#606003 TRANSALDOLASE DEFICIENCY;;EYAID SYNDROME;;TALDO DEFICIENCY					HP:0001903	Anemia			IEA	IEA						OMIM-CS:HEMATOLOGY > ANEMIA	OMIM:606003	HPO:skoehler	26.07.2015
OMIM:606003	#606003 TRANSALDOLASE DEFICIENCY;;EYAID SYNDROME;;TALDO DEFICIENCY					HP:0001876	Pancytopenia			IEA	IEA						OMIM-CS:HEMATOLOGY > PANCYTOPENIA	OMIM:606003	HPO:skoehler	26.07.2015
OMIM:606003	#606003 TRANSALDOLASE DEFICIENCY;;EYAID SYNDROME;;TALDO DEFICIENCY					HP:0001873	Thrombocytopenia			IEA	IEA						OMIM-CS:HEMATOLOGY > THROMBOCYTOPENIA	OMIM:606003	HPO:skoehler	26.07.2015
OMIM:606003	#606003 TRANSALDOLASE DEFICIENCY;;EYAID SYNDROME;;TALDO DEFICIENCY					HP:0001562	Oligohydramnios			IEA	IEA						OMIM-CS:PRENATAL MANIFESTATIONS_AMNIOTIC FLUID > OLIGOHYDRAMNIOS	OMIM:606003	HPO:skoehler	26.07.2015
OMIM:606003	#606003 TRANSALDOLASE DEFICIENCY;;EYAID SYNDROME;;TALDO DEFICIENCY					HP:0002099	Asthma			IEA	IEA						OMIM-CS:RESPIRATORY_AIRWAYS > ASTHMA	OMIM:606003	HPO:skoehler	26.07.2015
OMIM:606003	#606003 TRANSALDOLASE DEFICIENCY;;EYAID SYNDROME;;TALDO DEFICIENCY					HP:0000260	Wide anterior fontanel			IEA	IEA						OMIM-CS:SKELETAL_SKULL > WIDE ANTERIOR FONTANEL	OMIM:606003	HPO:skoehler	26.07.2015
