Disease ID	Disease Name	Gene ID	Gene Name	Genotype	Gene Symbol(s)	Phenotype ID	Phenotype Name	Age of Onset ID	Age of Onset Name	Evidence ID	Evidence Name	Frequency	Sex ID	Sex Name	Negation ID	Negation Name	Description	Pub	Assigned by	Date Created	
MIM:608799	CONGENITAL DISORDER OF GLYCOSYLATION, TYPE Ie	MIM:603503	DOLICHYL-PHOSPHATE MANNOSYLTRANSFERASE 1, CATALYTIC SUBUNIT		DPM1	HP:0001252	Muscular hypotonia			IEA	IEA									17.02.2009	
MIM:608799	CONGENITAL DISORDER OF GLYCOSYLATION, TYPE Ie	MIM:603503	DOLICHYL-PHOSPHATE MANNOSYLTRANSFERASE 1, CATALYTIC SUBUNIT		DPM1	HP:0001508	Failure to thrive			IEA	IEA									17.02.2009	
MIM:608799	CONGENITAL DISORDER OF GLYCOSYLATION, TYPE Ie	MIM:603503	DOLICHYL-PHOSPHATE MANNOSYLTRANSFERASE 1, CATALYTIC SUBUNIT		DPM1	HP:0001643	Patent ductus arteriosus			IEA	IEA									17.02.2009	
MIM:608799	CONGENITAL DISORDER OF GLYCOSYLATION, TYPE Ie	MIM:603503	DOLICHYL-PHOSPHATE MANNOSYLTRANSFERASE 1, CATALYTIC SUBUNIT		DPM1	HP:0001744	Splenomegaly			IEA	IEA									17.02.2009	
MIM:608799	CONGENITAL DISORDER OF GLYCOSYLATION, TYPE Ie	MIM:603503	DOLICHYL-PHOSPHATE MANNOSYLTRANSFERASE 1, CATALYTIC SUBUNIT		DPM1	HP:0001976	Reduced antithrombin III activity			IEA	IEA									17.02.2009	
MIM:608799	CONGENITAL DISORDER OF GLYCOSYLATION, TYPE Ie	MIM:603503	DOLICHYL-PHOSPHATE MANNOSYLTRANSFERASE 1, CATALYTIC SUBUNIT		DPM1	HP:0002098	Respiratory distress			IEA	IEA									17.02.2009	
MIM:608799	CONGENITAL DISORDER OF GLYCOSYLATION, TYPE Ie	MIM:603503	DOLICHYL-PHOSPHATE MANNOSYLTRANSFERASE 1, CATALYTIC SUBUNIT		DPM1	HP:0002164	Nail dysplasia			IEA	IEA									17.02.2009	
MIM:608799	CONGENITAL DISORDER OF GLYCOSYLATION, TYPE Ie	MIM:603503	DOLICHYL-PHOSPHATE MANNOSYLTRANSFERASE 1, CATALYTIC SUBUNIT		DPM1	HP:0002240	Hepatomegaly			IEA	IEA									17.02.2009	
MIM:608799	CONGENITAL DISORDER OF GLYCOSYLATION, TYPE Ie	MIM:603503	DOLICHYL-PHOSPHATE MANNOSYLTRANSFERASE 1, CATALYTIC SUBUNIT		DPM1	HP:0002395	Lower limb hyperreflexia			IEA	IEA									17.02.2009	
MIM:608799	CONGENITAL DISORDER OF GLYCOSYLATION, TYPE Ie	MIM:603503	DOLICHYL-PHOSPHATE MANNOSYLTRANSFERASE 1, CATALYTIC SUBUNIT		DPM1	HP:0002705	High, narrow palate			IEA	IEA									17.02.2009	
MIM:608799	CONGENITAL DISORDER OF GLYCOSYLATION, TYPE Ie	MIM:603503	DOLICHYL-PHOSPHATE MANNOSYLTRANSFERASE 1, CATALYTIC SUBUNIT		DPM1	HP:0002978	Knee contractures			IEA	IEA									17.02.2009	
MIM:608799	CONGENITAL DISORDER OF GLYCOSYLATION, TYPE Ie	MIM:603503	DOLICHYL-PHOSPHATE MANNOSYLTRANSFERASE 1, CATALYTIC SUBUNIT		DPM1	HP:0003156	Increased liver function tests			IEA	IEA									17.02.2009	
MIM:608799	CONGENITAL DISORDER OF GLYCOSYLATION, TYPE Ie	MIM:603503	DOLICHYL-PHOSPHATE MANNOSYLTRANSFERASE 1, CATALYTIC SUBUNIT		DPM1	HP:0003645	Prolonged partial thromboplastin time			IEA	IEA									17.02.2009	
MIM:608799	CONGENITAL DISORDER OF GLYCOSYLATION, TYPE Ie	MIM:603503	DOLICHYL-PHOSPHATE MANNOSYLTRANSFERASE 1, CATALYTIC SUBUNIT		DPM1	HP:0004855	Reduced protein S activity			IEA	IEA									17.02.2009	
MIM:608799	CONGENITAL DISORDER OF GLYCOSYLATION, TYPE Ie	MIM:603503	DOLICHYL-PHOSPHATE MANNOSYLTRANSFERASE 1, CATALYTIC SUBUNIT		DPM1	HP:0005469	Flat occiput			IEA	IEA									17.02.2009	
MIM:608799	CONGENITAL DISORDER OF GLYCOSYLATION, TYPE Ie	MIM:603503	DOLICHYL-PHOSPHATE MANNOSYLTRANSFERASE 1, CATALYTIC SUBUNIT		DPM1	HP:0005543	Reduced protein C activity			IEA	IEA									17.02.2009	
MIM:608799	CONGENITAL DISORDER OF GLYCOSYLATION, TYPE Ie	MIM:603503	DOLICHYL-PHOSPHATE MANNOSYLTRANSFERASE 1, CATALYTIC SUBUNIT		DPM1	HP:0006466	Ankle contracture			IEA	IEA									17.02.2009	
MIM:608799	CONGENITAL DISORDER OF GLYCOSYLATION, TYPE Ie	MIM:603503	DOLICHYL-PHOSPHATE MANNOSYLTRANSFERASE 1, CATALYTIC SUBUNIT		DPM1	HP:0009824	Hypoplasia involving bones of the upper limbs			IEA	IEA									17.02.2009	
MIM:608799	CONGENITAL DISORDER OF GLYCOSYLATION, TYPE Ie	MIM:603503	DOLICHYL-PHOSPHATE MANNOSYLTRANSFERASE 1, CATALYTIC SUBUNIT		DPM1	HP:0011344	Severe global developmental delay			TAS	TAS							MIM:608799	HPO:probinson	18.03.2012	
MIM:608799	CONGENITAL DISORDER OF GLYCOSYLATION, TYPE Ie	MIM:603503	DOLICHYL-PHOSPHATE MANNOSYLTRANSFERASE 1, CATALYTIC SUBUNIT		DPM1	HP:0003236	Elevated serum creatine phosphokinase			TAS	TAS							MIM:608799	HPO:probinson	18.03.2012	
MIM:608799	CONGENITAL DISORDER OF GLYCOSYLATION, TYPE Ie	MIM:603503	DOLICHYL-PHOSPHATE MANNOSYLTRANSFERASE 1, CATALYTIC SUBUNIT		DPM1	HP:0004279	Short palm			TAS	TAS							MIM:608799	HPO:probinson	18.03.2012	
MIM:608799	CONGENITAL DISORDER OF GLYCOSYLATION, TYPE Ie	MIM:603503	DOLICHYL-PHOSPHATE MANNOSYLTRANSFERASE 1, CATALYTIC SUBUNIT		DPM1	HP:0003642	Abnormal isoelectric focusing of serum transferrin (type 1 pattern)			TAS	TAS							MIM:608799	HPO:probinson	18.03.2012	
MIM:608799	CONGENITAL DISORDER OF GLYCOSYLATION, TYPE Ie	MIM:603503	DOLICHYL-PHOSPHATE MANNOSYLTRANSFERASE 1, CATALYTIC SUBUNIT		DPM1	HP:0002910	Elevated hepatic transaminases			PCS	PCS							pmid:10642602	HPO:probinson	18.03.2012	
MIM:608799	CONGENITAL DISORDER OF GLYCOSYLATION, TYPE Ie	MIM:603503	DOLICHYL-PHOSPHATE MANNOSYLTRANSFERASE 1, CATALYTIC SUBUNIT		DPM1	HP:0002353	EEG abnormality			TAS	TAS							MIM:608799	HPO:probinson	16.07.2012	
OMIM:608799	#608799 CONGENITAL DISORDER OF GLYCOSYLATION, TYPE Ie; CDG1E;;CDG Ie; CDGIe					HP:0200055	Small hands			IEA	IEA						OMIM-CS:SKELETAL_HANDS > SMALL HANDS	OMIM:608799	HPO:skoehler	17.10.2012
OMIM:608799	#608799 CONGENITAL DISORDER OF GLYCOSYLATION, TYPE Ie; CDG1E;;CDG Ie; CDGIe					HP:0000639	Nystagmus			IEA	IEA						OMIM-CS:HEAD AND NECK_EYES > NYSTAGMUS	OMIM:608799	HPO:skoehler	13.04.2014
OMIM:608799	#608799 CONGENITAL DISORDER OF GLYCOSYLATION, TYPE Ie; CDG1E;;CDG Ie; CDGIe					HP:0000648	Optic atrophy			IEA	IEA						OMIM-CS:HEAD AND NECK_EYES > OPTIC ATROPHY	OMIM:608799	HPO:skoehler	13.04.2014
OMIM:608799	#608799 CONGENITAL DISORDER OF GLYCOSYLATION, TYPE Ie; CDG1E;;CDG Ie; CDGIe					HP:0000488	Retinopathy			IEA	IEA						OMIM-CS:HEAD AND NECK_EYES > RETINOPATHY	OMIM:608799	HPO:skoehler	13.04.2014
OMIM:608799	#608799 CONGENITAL DISORDER OF GLYCOSYLATION, TYPE Ie; CDG1E;;CDG Ie; CDGIe					HP:0000347	Micrognathia			IEA	IEA						OMIM-CS:HEAD AND NECK_FACE > MICROGNATHIA	OMIM:608799	HPO:skoehler	13.04.2014
OMIM:608799	#608799 CONGENITAL DISORDER OF GLYCOSYLATION, TYPE Ie; CDG1E;;CDG Ie; CDGIe					HP:0000319	Smooth philtrum			IEA	IEA						OMIM-CS:HEAD AND NECK_FACE > SMOOTH PHILTRUM	OMIM:608799	HPO:skoehler	13.04.2014
OMIM:608799	#608799 CONGENITAL DISORDER OF GLYCOSYLATION, TYPE Ie; CDG1E;;CDG Ie; CDGIe					HP:0003593	Infantile onset			IEA	IEA						OMIM-CS:MISCELLANEOUS > ONSET IN INFANCY	OMIM:608799	HPO:skoehler	13.04.2014
OMIM:608799	#608799 CONGENITAL DISORDER OF GLYCOSYLATION, TYPE Ie; CDG1E;;CDG Ie; CDGIe					HP:0003676	Progressive disorder			IEA	IEA						OMIM-CS:MISCELLANEOUS > PROGRESSIVE DISORDER	OMIM:608799	HPO:skoehler	13.04.2014
OMIM:608799	#608799 CONGENITAL DISORDER OF GLYCOSYLATION, TYPE Ie; CDG1E;;CDG Ie; CDGIe					HP:0003828	Variable expressivity			IEA	IEA						OMIM-CS:MISCELLANEOUS > VARIABLE SEVERITY	OMIM:608799	HPO:skoehler	13.04.2014
OMIM:608799	#608799 CONGENITAL DISORDER OF GLYCOSYLATION, TYPE Ie; CDG1E;;CDG Ie; CDGIe					HP:0003560	Muscular dystrophy			IEA	IEA						OMIM-CS:MUSCLE, SOFT TISSUE > MUSCULAR DYSTROPHY	OMIM:608799	HPO:skoehler	13.04.2014
OMIM:608799	#608799 CONGENITAL DISORDER OF GLYCOSYLATION, TYPE Ie; CDG1E;;CDG Ie; CDGIe					HP:0001251	Ataxia			IEA	IEA						OMIM-CS:NEUROLOGIC_CENTRAL NERVOUS SYSTEM > CEREBELLAR ATAXIA	OMIM:608799	HPO:skoehler	13.04.2014
OMIM:608799	#608799 CONGENITAL DISORDER OF GLYCOSYLATION, TYPE Ie; CDG1E;;CDG Ie; CDGIe					HP:0006879	Pontocerebellar atrophy			IEA	IEA						OMIM-CS:NEUROLOGIC_CENTRAL NERVOUS SYSTEM > PONTOCEREBELLAR ATROPHY	OMIM:608799	HPO:skoehler	13.04.2014
OMIM:608799	#608799 CONGENITAL DISORDER OF GLYCOSYLATION, TYPE Ie; CDG1E;;CDG Ie; CDGIe					HP:0001337	Tremor			IEA	IEA						OMIM-CS:NEUROLOGIC_CENTRAL NERVOUS SYSTEM > TREMOR	OMIM:608799	HPO:skoehler	13.04.2014
OMIM:608799	#608799 CONGENITAL DISORDER OF GLYCOSYLATION, TYPE Ie; CDG1E;;CDG Ie; CDGIe					HP:0012385	Camptodactyly			IEA	IEA						OMIM-CS:SKELETAL_HANDS > CAMPTODACTYLY	OMIM:608799	HPO:skoehler	13.04.2014
