Disease ID	Disease Name	Gene ID	Gene Name	Genotype	Gene Symbol(s)	Phenotype ID	Phenotype Name	Age of Onset ID	Age of Onset Name	Evidence ID	Evidence Name	Frequency	Sex ID	Sex Name	Negation ID	Negation Name	Description	Pub	Assigned by	Date Created	
MIM:270700	SPASTIC PARAPLEGIA 15, AUTOSOMAL RECESSIVE	MIM:612012	ZINC FINGER FYVE DOMAIN-CONTAINING PROTEIN 26		ZFYVE26	HP:0002607	Bowel incontinence			IEA	IEA									17.02.2009	
MIM:270700	SPASTIC PARAPLEGIA 15, AUTOSOMAL RECESSIVE	MIM:612012	ZINC FINGER FYVE DOMAIN-CONTAINING PROTEIN 26		ZFYVE26	HP:0002839	Urinary bladder sphincter dysfunction			IEA	IEA									17.02.2009	
MIM:270700	SPASTIC PARAPLEGIA 15, AUTOSOMAL RECESSIVE	MIM:612012	ZINC FINGER FYVE DOMAIN-CONTAINING PROTEIN 26		ZFYVE26	HP:0003487	Babinski sign			IEA	IEA									17.02.2009	
MIM:270700	SPASTIC PARAPLEGIA 15, AUTOSOMAL RECESSIVE	MIM:612012	ZINC FINGER FYVE DOMAIN-CONTAINING PROTEIN 26		ZFYVE26	HP:0003676	Progressive disorder			IEA	IEA									17.02.2009	
MIM:270700	SPASTIC PARAPLEGIA 15, AUTOSOMAL RECESSIVE	MIM:612012	ZINC FINGER FYVE DOMAIN-CONTAINING PROTEIN 26		ZFYVE26	HP:0003693	Distal amyotrophy			PCS	PCS							MIM:270700	HPO:probinson	06.04.2012	
MIM:270700	SPASTIC PARAPLEGIA 15, AUTOSOMAL RECESSIVE	MIM:612012	ZINC FINGER FYVE DOMAIN-CONTAINING PROTEIN 26		ZFYVE26	HP:0002319	Thin corpus callosum			PCS	PCS							MIM:270700	HPO:probinson	06.04.2012	
MIM:270700	SPASTIC PARAPLEGIA 15, AUTOSOMAL RECESSIVE	MIM:612012	ZINC FINGER FYVE DOMAIN-CONTAINING PROTEIN 26		ZFYVE26	HP:0001258	Spastic paraplegia			PCS	PCS							MIM:270700	HPO:probinson	06.04.2012	
MIM:270700	SPASTIC PARAPLEGIA 15, AUTOSOMAL RECESSIVE	MIM:612012	ZINC FINGER FYVE DOMAIN-CONTAINING PROTEIN 26		ZFYVE26	HP:0000608	Macular degeneration			PCS	PCS							MIM:270700	HPO:probinson	06.04.2012	
MIM:270700	SPASTIC PARAPLEGIA 15, AUTOSOMAL RECESSIVE	MIM:612012	ZINC FINGER FYVE DOMAIN-CONTAINING PROTEIN 26		ZFYVE26	HP:0010550	Paraplegia			PCS	PCS							MIM:270700	HPO:probinson	28.04.2012	
MIM:270700	SPASTIC PARAPLEGIA 15, AUTOSOMAL RECESSIVE	MIM:612012	ZINC FINGER FYVE DOMAIN-CONTAINING PROTEIN 26		ZFYVE26	HP:0000639	Nystagmus			PCS	PCS	4/10						pmid:19805727	HPO:probinson	28.04.2012	
MIM:270700	SPASTIC PARAPLEGIA 15, AUTOSOMAL RECESSIVE	MIM:612012	ZINC FINGER FYVE DOMAIN-CONTAINING PROTEIN 26		ZFYVE26	HP:0000546	Retinal degeneration			PCS	PCS	3/7						pmid:19805727	HPO:probinson	28.04.2012	
MIM:270700	SPASTIC PARAPLEGIA 15, AUTOSOMAL RECESSIVE	MIM:612012	ZINC FINGER FYVE DOMAIN-CONTAINING PROTEIN 26		ZFYVE26	HP:0003477	Peripheral axonal neuropathy			PCS	PCS	5/9						pmid:19805727	HPO:probinson	28.04.2012	
OMIM:270700	#270700 SPASTIC PARAPLEGIA 15, AUTOSOMAL RECESSIVE; SPG15;;SPASTIC PARAPLEGIA AND RETINAL DEGENERATION;;KJELLIN SYNDROME					HP:0003812	Phenotypic variability			IEA	IEA						OMIM-CS:MISCELLANEOUS > VARIABLE PHENOTYPE	OMIM:270700	HPO:skoehler	17.10.2012
OMIM:270700	#270700 SPASTIC PARAPLEGIA 15, AUTOSOMAL RECESSIVE; SPG15;;SPASTIC PARAPLEGIA AND RETINAL DEGENERATION;;KJELLIN SYNDROME					HP:0001251	Ataxia			IEA	IEA						OMIM-CS:NEUROLOGIC_CENTRAL NERVOUS SYSTEM > ATAXIA	OMIM:270700	HPO:skoehler	17.10.2012
OMIM:270700	#270700 SPASTIC PARAPLEGIA 15, AUTOSOMAL RECESSIVE; SPG15;;SPASTIC PARAPLEGIA AND RETINAL DEGENERATION;;KJELLIN SYNDROME					HP:0007340	Lower limb muscle weakness			IEA	IEA						OMIM-CS:NEUROLOGIC_CENTRAL NERVOUS SYSTEM > LOWER LIMB WEAKNESS	OMIM:270700	HPO:skoehler	17.10.2012
OMIM:270700	#270700 SPASTIC PARAPLEGIA 15, AUTOSOMAL RECESSIVE; SPG15;;SPASTIC PARAPLEGIA AND RETINAL DEGENERATION;;KJELLIN SYNDROME					HP:0007663	Reduced visual acuity			IEA	IEA						OMIM-CS:HEAD AND NECK_EYES > DECREASED VISUAL ACUITY	OMIM:270700	HPO:skoehler	26.07.2015
