Disease ID	Disease Name	Gene ID	Gene Name	Genotype	Gene Symbol(s)	Phenotype ID	Phenotype Name	Age of Onset ID	Age of Onset Name	Evidence ID	Evidence Name	Frequency	Sex ID	Sex Name	Negation ID	Negation Name	Description	Pub	Assigned by	Date Created	
OMIM:611523	#611523 PONTOCEREBELLAR HYPOPLASIA, TYPE 6; PCH6;;ENCEPHALOPATHY, FATAL INFANTILE, WITH MITOCHONDRIAL RESPIRATORY CHAINDEFECTS					HP:0001272	Cerebellar atrophy			IEA	IEA						OMIM-CS:NEUROLOGIC_CENTRAL NERVOUS SYSTEM > CEREBELLAR ATROPHY	OMIM:611523	HPO:skoehler	Oct 17, 2012	
OMIM:611523	#611523 PONTOCEREBELLAR HYPOPLASIA, TYPE 6; PCH6;;ENCEPHALOPATHY, FATAL INFANTILE, WITH MITOCHONDRIAL RESPIRATORY CHAINDEFECTS					HP:0002059	Cerebral atrophy			IEA	IEA						OMIM-CS:NEUROLOGIC_CENTRAL NERVOUS SYSTEM > CEREBRAL ATROPHY	OMIM:611523	HPO:skoehler	Oct 17, 2012	
OMIM:611523	#611523 PONTOCEREBELLAR HYPOPLASIA, TYPE 6; PCH6;;ENCEPHALOPATHY, FATAL INFANTILE, WITH MITOCHONDRIAL RESPIRATORY CHAINDEFECTS					HP:0001347	Hyperreflexia			IEA	IEA						OMIM-CS:NEUROLOGIC_CENTRAL NERVOUS SYSTEM > HYPERREFLEXIA	OMIM:611523	HPO:skoehler	Oct 17, 2012	
OMIM:611523	#611523 PONTOCEREBELLAR HYPOPLASIA, TYPE 6; PCH6;;ENCEPHALOPATHY, FATAL INFANTILE, WITH MITOCHONDRIAL RESPIRATORY CHAINDEFECTS					HP:0002421	Poor head control			IEA	IEA						OMIM-CS:NEUROLOGIC_CENTRAL NERVOUS SYSTEM > POOR HEAD CONTROL	OMIM:611523	HPO:skoehler	Oct 17, 2012	
OMIM:611523	#611523 PONTOCEREBELLAR HYPOPLASIA, TYPE 6; PCH6;;ENCEPHALOPATHY, FATAL INFANTILE, WITH MITOCHONDRIAL RESPIRATORY CHAINDEFECTS					HP:0001250	Seizures			IEA	IEA						OMIM-CS:NEUROLOGIC_CENTRAL NERVOUS SYSTEM > SEIZURES	OMIM:611523	HPO:skoehler	Oct 17, 2012	
OMIM:611523	#611523 PONTOCEREBELLAR HYPOPLASIA, TYPE 6; PCH6;;ENCEPHALOPATHY, FATAL INFANTILE, WITH MITOCHONDRIAL RESPIRATORY CHAINDEFECTS					HP:0002104	Apnea			IEA	IEA						OMIM-CS:RESPIRATORY > APNEIC EPISODES	OMIM:611523	HPO:skoehler	Oct 17, 2012	
OMIM:611523	#611523 PONTOCEREBELLAR HYPOPLASIA, TYPE 6; PCH6;;ENCEPHALOPATHY, FATAL INFANTILE, WITH MITOCHONDRIAL RESPIRATORY CHAINDEFECTS					HP:0002033	Poor suck			IEA	IEA						OMIM-CS:ABDOMEN > [GASTROINTESTINAL] POOR SUCKING	OMIM:611523	HPO:skoehler	Nov 20, 2012	
OMIM:611523	#611523 PONTOCEREBELLAR HYPOPLASIA, TYPE 6; PCH6;;ENCEPHALOPATHY, FATAL INFANTILE, WITH MITOCHONDRIAL RESPIRATORY CHAINDEFECTS					HP:0000252	Microcephaly			IEA	IEA						OMIM-CS:HEAD AND NECK_HEAD > MICROCEPHALY, PROGRESSIVE	OMIM:611523	HPO:skoehler	Nov 20, 2012	
OMIM:611523	#611523 PONTOCEREBELLAR HYPOPLASIA, TYPE 6; PCH6;;ENCEPHALOPATHY, FATAL INFANTILE, WITH MITOCHONDRIAL RESPIRATORY CHAINDEFECTS					HP:0003819	Death in childhood			IEA	IEA						OMIM-CS:MISCELLANEOUS > DEATH IN CHILDHOOD MAY OCCUR	OMIM:611523	HPO:skoehler	Nov 20, 2012	
OMIM:611523	#611523 PONTOCEREBELLAR HYPOPLASIA, TYPE 6; PCH6;;ENCEPHALOPATHY, FATAL INFANTILE, WITH MITOCHONDRIAL RESPIRATORY CHAINDEFECTS					HP:0003577	Congenital onset			IEA	IEA						OMIM-CS:MISCELLANEOUS > ONSET AT BIRTH OR IN FIRST DAYS OR LIFE	OMIM:611523	HPO:skoehler	Nov 20, 2012	
OMIM:611523	#611523 PONTOCEREBELLAR HYPOPLASIA, TYPE 6; PCH6;;ENCEPHALOPATHY, FATAL INFANTILE, WITH MITOCHONDRIAL RESPIRATORY CHAINDEFECTS					HP:0001263	Global developmental delay			IEA	IEA						OMIM-CS:NEUROLOGIC_CENTRAL NERVOUS SYSTEM > DEVELOPMENTAL DELAY, PROFOUND	OMIM:611523	HPO:skoehler	Nov 20, 2012	
OMIM:611523	#611523 PONTOCEREBELLAR HYPOPLASIA, TYPE 6; PCH6;;ENCEPHALOPATHY, FATAL INFANTILE, WITH MITOCHONDRIAL RESPIRATORY CHAINDEFECTS					HP:0002061	Lower limb spasticity			IEA	IEA						OMIM-CS:NEUROLOGIC_CENTRAL NERVOUS SYSTEM > LIMB SPASTICITY	OMIM:611523	HPO:skoehler	Nov 20, 2012	
OMIM:611523	#611523 PONTOCEREBELLAR HYPOPLASIA, TYPE 6; PCH6;;ENCEPHALOPATHY, FATAL INFANTILE, WITH MITOCHONDRIAL RESPIRATORY CHAINDEFECTS					HP:0006986	Upper limb spasticity			IEA	IEA						OMIM-CS:NEUROLOGIC_CENTRAL NERVOUS SYSTEM > LIMB SPASTICITY	OMIM:611523	HPO:skoehler	Nov 20, 2012	
OMIM:611523	#611523 PONTOCEREBELLAR HYPOPLASIA, TYPE 6; PCH6;;ENCEPHALOPATHY, FATAL INFANTILE, WITH MITOCHONDRIAL RESPIRATORY CHAINDEFECTS					HP:0000253	Progressive microcephaly			IEA	IEA						OMIM-CS:HEAD AND NECK_HEAD > MICROCEPHALY, PROGRESSIVE	OMIM:611523	HPO:skoehler	22.01.2013
OMIM:611523	#611523 PONTOCEREBELLAR HYPOPLASIA, TYPE 6; PCH6;;ENCEPHALOPATHY, FATAL INFANTILE, WITH MITOCHONDRIAL RESPIRATORY CHAINDEFECTS					HP:0001252	Muscular hypotonia			IEA	IEA						OMIM-CS:MUSCLE, SOFT TISSUE > HYPOTONIA	OMIM:611523	HPO:skoehler	26.11.2014
OMIM:611523	#611523 PONTOCEREBELLAR HYPOPLASIA, TYPE 6; PCH6;;ENCEPHALOPATHY, FATAL INFANTILE, WITH MITOCHONDRIAL RESPIRATORY CHAINDEFECTS					HP:0001321	Cerebellar hypoplasia			TAS	TAS						Disease name contained:#611523 pontocerebellar hypoplasia, type 6; pch6;;ence	OMIM:611523	HPO:skoehler	21.01.2015

