Disease ID	Disease Name	Gene ID	Gene Name	Genotype	Gene Symbol(s)	Phenotype ID	Phenotype Name	Age of Onset ID	Age of Onset Name	Evidence ID	Evidence Name	Frequency	Sex ID	Sex Name	Negation ID	Negation Name	Description	Pub	Assigned by	Date Created	
OMIM:602782	#602782 HISTIOCYTOSIS-LYMPHADENOPATHY PLUS SYNDROME;;HISTIOCYTOSIS AND LYMPHADENOPATHY WITH OR WITHOUT CUTANEOUS, CARDIAC,AND/OR ENDOCRINE FEATURES, JOINT CONTRACTURES, AND/OR DEAFNESS;;HYPERPIGMENTATION, CUTANEOUS, WITH HYPERTRICHOSIS, HEPATOSPLENOMEGALY,HEART ANOMALIES, AND HYPOGONADISM WITH OR WITHOUT HEARING LOSS;;H SYNDROME;;PIGMENTED HYPERTRICHOSIS WITH INSULIN-DEPENDENT DIABETES MELLITUS;PHID;;HISTIOCYTOSIS WITH JOINT CONTRACTURES AND SENSORINEURAL DEAFNESS;HJCD;;FAISALABAD HISTIOCYTOSIS;;ROSAI-DORFMAN DISEASE, FAMILIAL;;SINUS HISTIOCYTOSIS AND MASSIVE LYMPHADENOPATHY; SHML					HP:0002987	Elbow flexion contracture			IEA	IEA						OMIM-CS:SKELETAL_LIMBS > CONTRACTURES OF ELBOWS	OMIM:602782	HPO:skoehler	Oct 17, 2012	
OMIM:602782	#602782 HISTIOCYTOSIS-LYMPHADENOPATHY PLUS SYNDROME;;HISTIOCYTOSIS AND LYMPHADENOPATHY WITH OR WITHOUT CUTANEOUS, CARDIAC,AND/OR ENDOCRINE FEATURES, JOINT CONTRACTURES, AND/OR DEAFNESS;;HYPERPIGMENTATION, CUTANEOUS, WITH HYPERTRICHOSIS, HEPATOSPLENOMEGALY,HEART ANOMALIES, AND HYPOGONADISM WITH OR WITHOUT HEARING LOSS;;H SYNDROME;;PIGMENTED HYPERTRICHOSIS WITH INSULIN-DEPENDENT DIABETES MELLITUS;PHID;;HISTIOCYTOSIS WITH JOINT CONTRACTURES AND SENSORINEURAL DEAFNESS;HJCD;;FAISALABAD HISTIOCYTOSIS;;ROSAI-DORFMAN DISEASE, FAMILIAL;;SINUS HISTIOCYTOSIS AND MASSIVE LYMPHADENOPATHY; SHML					HP:0001631	Defect in the atrial septum			IEA	IEA	rare					OMIM-CS:CARDIOVASCULAR_HEART > ATRIAL SEPTAL DEFECT (RARE)	OMIM:602782	HPO:skoehler	Nov 18, 2012	
OMIM:602782	#602782 HISTIOCYTOSIS-LYMPHADENOPATHY PLUS SYNDROME;;HISTIOCYTOSIS AND LYMPHADENOPATHY WITH OR WITHOUT CUTANEOUS, CARDIAC,AND/OR ENDOCRINE FEATURES, JOINT CONTRACTURES, AND/OR DEAFNESS;;HYPERPIGMENTATION, CUTANEOUS, WITH HYPERTRICHOSIS, HEPATOSPLENOMEGALY,HEART ANOMALIES, AND HYPOGONADISM WITH OR WITHOUT HEARING LOSS;;H SYNDROME;;PIGMENTED HYPERTRICHOSIS WITH INSULIN-DEPENDENT DIABETES MELLITUS;PHID;;HISTIOCYTOSIS WITH JOINT CONTRACTURES AND SENSORINEURAL DEAFNESS;HJCD;;FAISALABAD HISTIOCYTOSIS;;ROSAI-DORFMAN DISEASE, FAMILIAL;;SINUS HISTIOCYTOSIS AND MASSIVE LYMPHADENOPATHY; SHML					HP:0001640	Cardiomegaly			IEA	IEA	rare					OMIM-CS:CARDIOVASCULAR_HEART > CARDIOMEGALY (RARE)	OMIM:602782	HPO:skoehler	Nov 18, 2012	
OMIM:602782	#602782 HISTIOCYTOSIS-LYMPHADENOPATHY PLUS SYNDROME;;HISTIOCYTOSIS AND LYMPHADENOPATHY WITH OR WITHOUT CUTANEOUS, CARDIAC,AND/OR ENDOCRINE FEATURES, JOINT CONTRACTURES, AND/OR DEAFNESS;;HYPERPIGMENTATION, CUTANEOUS, WITH HYPERTRICHOSIS, HEPATOSPLENOMEGALY,HEART ANOMALIES, AND HYPOGONADISM WITH OR WITHOUT HEARING LOSS;;H SYNDROME;;PIGMENTED HYPERTRICHOSIS WITH INSULIN-DEPENDENT DIABETES MELLITUS;PHID;;HISTIOCYTOSIS WITH JOINT CONTRACTURES AND SENSORINEURAL DEAFNESS;HJCD;;FAISALABAD HISTIOCYTOSIS;;ROSAI-DORFMAN DISEASE, FAMILIAL;;SINUS HISTIOCYTOSIS AND MASSIVE LYMPHADENOPATHY; SHML					HP:0001634	Mitral valve prolapse			IEA	IEA	rare					OMIM-CS:CARDIOVASCULAR_HEART > MITRAL VALVE PROLAPSE (RARE)	OMIM:602782	HPO:skoehler	Nov 18, 2012	
OMIM:602782	#602782 HISTIOCYTOSIS-LYMPHADENOPATHY PLUS SYNDROME;;HISTIOCYTOSIS AND LYMPHADENOPATHY WITH OR WITHOUT CUTANEOUS, CARDIAC,AND/OR ENDOCRINE FEATURES, JOINT CONTRACTURES, AND/OR DEAFNESS;;HYPERPIGMENTATION, CUTANEOUS, WITH HYPERTRICHOSIS, HEPATOSPLENOMEGALY,HEART ANOMALIES, AND HYPOGONADISM WITH OR WITHOUT HEARING LOSS;;H SYNDROME;;PIGMENTED HYPERTRICHOSIS WITH INSULIN-DEPENDENT DIABETES MELLITUS;PHID;;HISTIOCYTOSIS WITH JOINT CONTRACTURES AND SENSORINEURAL DEAFNESS;HJCD;;FAISALABAD HISTIOCYTOSIS;;ROSAI-DORFMAN DISEASE, FAMILIAL;;SINUS HISTIOCYTOSIS AND MASSIVE LYMPHADENOPATHY; SHML					HP:0001629	Ventricular septal defect			IEA	IEA	rare					OMIM-CS:CARDIOVASCULAR_HEART > VENTRICULAR SEPTAL DEFECT (RARE)	OMIM:602782	HPO:skoehler	Nov 18, 2012	
OMIM:602782	#602782 HISTIOCYTOSIS-LYMPHADENOPATHY PLUS SYNDROME;;HISTIOCYTOSIS AND LYMPHADENOPATHY WITH OR WITHOUT CUTANEOUS, CARDIAC,AND/OR ENDOCRINE FEATURES, JOINT CONTRACTURES, AND/OR DEAFNESS;;HYPERPIGMENTATION, CUTANEOUS, WITH HYPERTRICHOSIS, HEPATOSPLENOMEGALY,HEART ANOMALIES, AND HYPOGONADISM WITH OR WITHOUT HEARING LOSS;;H SYNDROME;;PIGMENTED HYPERTRICHOSIS WITH INSULIN-DEPENDENT DIABETES MELLITUS;PHID;;HISTIOCYTOSIS WITH JOINT CONTRACTURES AND SENSORINEURAL DEAFNESS;HJCD;;FAISALABAD HISTIOCYTOSIS;;ROSAI-DORFMAN DISEASE, FAMILIAL;;SINUS HISTIOCYTOSIS AND MASSIVE LYMPHADENOPATHY; SHML					HP:0005200	Retroperitoneal fibrosis			IEA	IEA	rare					OMIM-CS:MUSCLE, SOFT TISSUE > RETROPERITONEAL FIBROSIS (RARE)	OMIM:602782	HPO:skoehler	Nov 18, 2012	
OMIM:602782	#602782 HISTIOCYTOSIS-LYMPHADENOPATHY PLUS SYNDROME;;HISTIOCYTOSIS AND LYMPHADENOPATHY WITH OR WITHOUT CUTANEOUS, CARDIAC,AND/OR ENDOCRINE FEATURES, JOINT CONTRACTURES, AND/OR DEAFNESS;;HYPERPIGMENTATION, CUTANEOUS, WITH HYPERTRICHOSIS, HEPATOSPLENOMEGALY,HEART ANOMALIES, AND HYPOGONADISM WITH OR WITHOUT HEARING LOSS;;H SYNDROME;;PIGMENTED HYPERTRICHOSIS WITH INSULIN-DEPENDENT DIABETES MELLITUS;PHID;;HISTIOCYTOSIS WITH JOINT CONTRACTURES AND SENSORINEURAL DEAFNESS;HJCD;;FAISALABAD HISTIOCYTOSIS;;ROSAI-DORFMAN DISEASE, FAMILIAL;;SINUS HISTIOCYTOSIS AND MASSIVE LYMPHADENOPATHY; SHML					HP:0002716	Lymphadenopathy			IEA	IEA						OMIM-CS:ABDOMEN_EXTERNAL FEATURES > INGUINAL LYMPHADENOPATHY, BILATERAL, EXTENDING ACROSS SUPRAPUBIC AREA	OMIM:602782	HPO:skoehler	Nov 18, 2012	
OMIM:602782	#602782 HISTIOCYTOSIS-LYMPHADENOPATHY PLUS SYNDROME;;HISTIOCYTOSIS AND LYMPHADENOPATHY WITH OR WITHOUT CUTANEOUS, CARDIAC,AND/OR ENDOCRINE FEATURES, JOINT CONTRACTURES, AND/OR DEAFNESS;;HYPERPIGMENTATION, CUTANEOUS, WITH HYPERTRICHOSIS, HEPATOSPLENOMEGALY,HEART ANOMALIES, AND HYPOGONADISM WITH OR WITHOUT HEARING LOSS;;H SYNDROME;;PIGMENTED HYPERTRICHOSIS WITH INSULIN-DEPENDENT DIABETES MELLITUS;PHID;;HISTIOCYTOSIS WITH JOINT CONTRACTURES AND SENSORINEURAL DEAFNESS;HJCD;;FAISALABAD HISTIOCYTOSIS;;ROSAI-DORFMAN DISEASE, FAMILIAL;;SINUS HISTIOCYTOSIS AND MASSIVE LYMPHADENOPATHY; SHML					HP:0000819	Diabetes mellitus			IEA	IEA						OMIM-CS:ENDOCRINE FEATURES > DIABETES MELLITUS, INSULIN-DEPENDENT	OMIM:602782	HPO:skoehler	Nov 18, 2012	
OMIM:602782	#602782 HISTIOCYTOSIS-LYMPHADENOPATHY PLUS SYNDROME;;HISTIOCYTOSIS AND LYMPHADENOPATHY WITH OR WITHOUT CUTANEOUS, CARDIAC,AND/OR ENDOCRINE FEATURES, JOINT CONTRACTURES, AND/OR DEAFNESS;;HYPERPIGMENTATION, CUTANEOUS, WITH HYPERTRICHOSIS, HEPATOSPLENOMEGALY,HEART ANOMALIES, AND HYPOGONADISM WITH OR WITHOUT HEARING LOSS;;H SYNDROME;;PIGMENTED HYPERTRICHOSIS WITH INSULIN-DEPENDENT DIABETES MELLITUS;PHID;;HISTIOCYTOSIS WITH JOINT CONTRACTURES AND SENSORINEURAL DEAFNESS;HJCD;;FAISALABAD HISTIOCYTOSIS;;ROSAI-DORFMAN DISEASE, FAMILIAL;;SINUS HISTIOCYTOSIS AND MASSIVE LYMPHADENOPATHY; SHML					HP:0000365	Hearing impairment			IEA	IEA						OMIM-CS:HEAD AND NECK_EARS > HEARING LOSS, SENSORINEURAL	OMIM:602782	HPO:skoehler	Nov 18, 2012	
OMIM:602782	#602782 HISTIOCYTOSIS-LYMPHADENOPATHY PLUS SYNDROME;;HISTIOCYTOSIS AND LYMPHADENOPATHY WITH OR WITHOUT CUTANEOUS, CARDIAC,AND/OR ENDOCRINE FEATURES, JOINT CONTRACTURES, AND/OR DEAFNESS;;HYPERPIGMENTATION, CUTANEOUS, WITH HYPERTRICHOSIS, HEPATOSPLENOMEGALY,HEART ANOMALIES, AND HYPOGONADISM WITH OR WITHOUT HEARING LOSS;;H SYNDROME;;PIGMENTED HYPERTRICHOSIS WITH INSULIN-DEPENDENT DIABETES MELLITUS;PHID;;HISTIOCYTOSIS WITH JOINT CONTRACTURES AND SENSORINEURAL DEAFNESS;HJCD;;FAISALABAD HISTIOCYTOSIS;;ROSAI-DORFMAN DISEASE, FAMILIAL;;SINUS HISTIOCYTOSIS AND MASSIVE LYMPHADENOPATHY; SHML					HP:0002716	Lymphadenopathy			IEA	IEA						OMIM-CS:HEAD AND NECK_FACE > SUBMANDIBULAR LYMPHADENOPATHY	OMIM:602782	HPO:skoehler	Nov 18, 2012	
OMIM:602782	#602782 HISTIOCYTOSIS-LYMPHADENOPATHY PLUS SYNDROME;;HISTIOCYTOSIS AND LYMPHADENOPATHY WITH OR WITHOUT CUTANEOUS, CARDIAC,AND/OR ENDOCRINE FEATURES, JOINT CONTRACTURES, AND/OR DEAFNESS;;HYPERPIGMENTATION, CUTANEOUS, WITH HYPERTRICHOSIS, HEPATOSPLENOMEGALY,HEART ANOMALIES, AND HYPOGONADISM WITH OR WITHOUT HEARING LOSS;;H SYNDROME;;PIGMENTED HYPERTRICHOSIS WITH INSULIN-DEPENDENT DIABETES MELLITUS;PHID;;HISTIOCYTOSIS WITH JOINT CONTRACTURES AND SENSORINEURAL DEAFNESS;HJCD;;FAISALABAD HISTIOCYTOSIS;;ROSAI-DORFMAN DISEASE, FAMILIAL;;SINUS HISTIOCYTOSIS AND MASSIVE LYMPHADENOPATHY; SHML					HP:0002716	Lymphadenopathy			IEA	IEA						OMIM-CS:HEAD AND NECK_MOUTH > RETROPHARYNGEAL LYMPHADENOPATHY	OMIM:602782	HPO:skoehler	Nov 18, 2012	
OMIM:602782	#602782 HISTIOCYTOSIS-LYMPHADENOPATHY PLUS SYNDROME;;HISTIOCYTOSIS AND LYMPHADENOPATHY WITH OR WITHOUT CUTANEOUS, CARDIAC,AND/OR ENDOCRINE FEATURES, JOINT CONTRACTURES, AND/OR DEAFNESS;;HYPERPIGMENTATION, CUTANEOUS, WITH HYPERTRICHOSIS, HEPATOSPLENOMEGALY,HEART ANOMALIES, AND HYPOGONADISM WITH OR WITHOUT HEARING LOSS;;H SYNDROME;;PIGMENTED HYPERTRICHOSIS WITH INSULIN-DEPENDENT DIABETES MELLITUS;PHID;;HISTIOCYTOSIS WITH JOINT CONTRACTURES AND SENSORINEURAL DEAFNESS;HJCD;;FAISALABAD HISTIOCYTOSIS;;ROSAI-DORFMAN DISEASE, FAMILIAL;;SINUS HISTIOCYTOSIS AND MASSIVE LYMPHADENOPATHY; SHML					HP:0002716	Lymphadenopathy			IEA	IEA						OMIM-CS:HEAD AND NECK_NECK > CERVICAL LYMPHADENOPATHY	OMIM:602782	HPO:skoehler	Nov 18, 2012	
OMIM:602782	#602782 HISTIOCYTOSIS-LYMPHADENOPATHY PLUS SYNDROME;;HISTIOCYTOSIS AND LYMPHADENOPATHY WITH OR WITHOUT CUTANEOUS, CARDIAC,AND/OR ENDOCRINE FEATURES, JOINT CONTRACTURES, AND/OR DEAFNESS;;HYPERPIGMENTATION, CUTANEOUS, WITH HYPERTRICHOSIS, HEPATOSPLENOMEGALY,HEART ANOMALIES, AND HYPOGONADISM WITH OR WITHOUT HEARING LOSS;;H SYNDROME;;PIGMENTED HYPERTRICHOSIS WITH INSULIN-DEPENDENT DIABETES MELLITUS;PHID;;HISTIOCYTOSIS WITH JOINT CONTRACTURES AND SENSORINEURAL DEAFNESS;HJCD;;FAISALABAD HISTIOCYTOSIS;;ROSAI-DORFMAN DISEASE, FAMILIAL;;SINUS HISTIOCYTOSIS AND MASSIVE LYMPHADENOPATHY; SHML					HP:0003812	Phenotypic variability			IEA	IEA						OMIM-CS:MISCELLANEOUS > VERY VARIABLE PHENOTYPE, WITH SOME PATIENTS HAVING MANY FEATURES AND	OMIM:602782	HPO:skoehler	Nov 18, 2012	
OMIM:602782	#602782 HISTIOCYTOSIS-LYMPHADENOPATHY PLUS SYNDROME;;HISTIOCYTOSIS AND LYMPHADENOPATHY WITH OR WITHOUT CUTANEOUS, CARDIAC,AND/OR ENDOCRINE FEATURES, JOINT CONTRACTURES, AND/OR DEAFNESS;;HYPERPIGMENTATION, CUTANEOUS, WITH HYPERTRICHOSIS, HEPATOSPLENOMEGALY,HEART ANOMALIES, AND HYPOGONADISM WITH OR WITHOUT HEARING LOSS;;H SYNDROME;;PIGMENTED HYPERTRICHOSIS WITH INSULIN-DEPENDENT DIABETES MELLITUS;PHID;;HISTIOCYTOSIS WITH JOINT CONTRACTURES AND SENSORINEURAL DEAFNESS;HJCD;;FAISALABAD HISTIOCYTOSIS;;ROSAI-DORFMAN DISEASE, FAMILIAL;;SINUS HISTIOCYTOSIS AND MASSIVE LYMPHADENOPATHY; SHML					HP:0000407	Sensorineural hearing impairment			IEA	IEA						OMIM-CS:HEAD AND NECK_EARS > HEARING LOSS, SENSORINEURAL	OMIM:602782	HPO:skoehler	21.11.2012
OMIM:602782	#602782 HISTIOCYTOSIS-LYMPHADENOPATHY PLUS SYNDROME;;HISTIOCYTOSIS AND LYMPHADENOPATHY WITH OR WITHOUT CUTANEOUS, CARDIAC,AND/OR ENDOCRINE FEATURES, JOINT CONTRACTURES, AND/OR DEAFNESS;;HYPERPIGMENTATION, CUTANEOUS, WITH HYPERTRICHOSIS, HEPATOSPLENOMEGALY,HEART ANOMALIES, AND HYPOGONADISM WITH OR WITHOUT HEARING LOSS;;H SYNDROME;;PIGMENTED HYPERTRICHOSIS WITH INSULIN-DEPENDENT DIABETES MELLITUS;PHID;;HISTIOCYTOSIS WITH JOINT CONTRACTURES AND SENSORINEURAL DEAFNESS;HJCD;;FAISALABAD HISTIOCYTOSIS;;ROSAI-DORFMAN DISEASE, FAMILIAL;;SINUS HISTIOCYTOSIS AND MASSIVE LYMPHADENOPATHY; SHML					HP:0012385	Camptodactyly			IEA	IEA						OMIM-CS:SKELETAL_HANDS > CAMPTODACTYLY	OMIM:602782	HPO:skoehler	22.10.2013
