Disease ID	Disease Name	Gene ID	Gene Name	Genotype	Gene Symbol(s)	Phenotype ID	Phenotype Name	Entity ID	Entity Name	Quality ID	Quality Name	Add'l Entity ID	Add'l Entity Name	Age of Onset ID	Age of Onset Name	Evidence	Frequency	Abnormal ID	Abnormal Name	Sex	Negation	Description	Orthologs	Pub	Date Created	
MIM:610443	CHROMOSOME 17q21.31 MICRODELETION SYNDROME			del17q21.31		HP:0000348	High forehead									TEA	typical							http://www.ncbi.nlm.nih.gov/bookshelf/br.fcgi?book=gene&part=mdel17q21_31	08.09.2010	
MIM:610443	CHROMOSOME 17q21.31 MICRODELETION SYNDROME			del17q21.31		HP:0000508	Ptosis									TEA	typical							http://www.ncbi.nlm.nih.gov/bookshelf/br.fcgi?book=gene&part=mdel17q21_31	08.09.2010	
MIM:610443	CHROMOSOME 17q21.31 MICRODELETION SYNDROME			del17q21.31		HP:0000581	Blepharophimosis									TEA	typical							http://www.ncbi.nlm.nih.gov/bookshelf/br.fcgi?book=gene&part=mdel17q21_31	08.09.2010	
MIM:610443	CHROMOSOME 17q21.31 MICRODELETION SYNDROME			del17q21.31		HP:0000582	Upslanting palpebral fissures									TEA	typical							http://www.ncbi.nlm.nih.gov/bookshelf/br.fcgi?book=gene&part=mdel17q21_31	08.09.2010	
MIM:610443	CHROMOSOME 17q21.31 MICRODELETION SYNDROME			del17q21.31		HP:0000286	Epicanthal folds									TEA	typical							http://www.ncbi.nlm.nih.gov/bookshelf/br.fcgi?book=gene&part=mdel17q21_31	08.09.2010	
MIM:610443	CHROMOSOME 17q21.31 MICRODELETION SYNDROME			del17q21.31		HP:0000400	Large ears									TEA	typical							http://www.ncbi.nlm.nih.gov/bookshelf/br.fcgi?book=gene&part=mdel17q21_31	08.09.2010	
MIM:610443	CHROMOSOME 17q21.31 MICRODELETION SYNDROME			del17q21.31		HP:0000447	Pear-shaped nose									TEA	typical							http://www.ncbi.nlm.nih.gov/bookshelf/br.fcgi?book=gene&part=mdel17q21_31	08.09.2010	
MIM:610443	CHROMOSOME 17q21.31 MICRODELETION SYNDROME			del17q21.31		HP:0000443	Bulbous nasal tip									TEA	typical							http://www.ncbi.nlm.nih.gov/bookshelf/br.fcgi?book=gene&part=mdel17q21_31	08.09.2010	
MIM:610443	CHROMOSOME 17q21.31 MICRODELETION SYNDROME			del17q21.31		HP:0000232	Everted lower lip									TEA	typical							http://www.ncbi.nlm.nih.gov/bookshelf/br.fcgi?book=gene&part=mdel17q21_31	08.09.2010	
MIM:610443	CHROMOSOME 17q21.31 MICRODELETION SYNDROME			del17q21.31		HP:0001382	Joint hypermobility									TEA	common							http://www.ncbi.nlm.nih.gov/bookshelf/br.fcgi?book=gene&part=mdel17q21_31	08.09.2010	
MIM:610443	CHROMOSOME 17q21.31 MICRODELETION SYNDROME			del17q21.31		HP:0000540	Hypermetropia									TEA	frequent							http://www.ncbi.nlm.nih.gov/bookshelf/br.fcgi?book=gene&part=mdel17q21_31	08.09.2010	
MIM:610443	CHROMOSOME 17q21.31 MICRODELETION SYNDROME			del17q21.31		HP:0100024	Conspicious happy disposition									TEA	typical							http://www.ncbi.nlm.nih.gov/bookshelf/br.fcgi?book=gene&part=mdel17q21_31	08.09.2010	
MIM:610443	CHROMOSOME 17q21.31 MICRODELETION SYNDROME			del17q21.31		HP:0009887	Abnormality of hair pigmentation									TEA	common							http://www.ncbi.nlm.nih.gov/bookshelf/br.fcgi?book=gene&part=mdel17q21_31	08.09.2010	
MIM:610443	CHROMOSOME 17q21.31 MICRODELETION SYNDROME			del17q21.31		HP:0010719	Abnormality of hair texture									TEA	common							http://www.ncbi.nlm.nih.gov/bookshelf/br.fcgi?book=gene&part=mdel17q21_31	08.09.2010	
MIM:610443	CHROMOSOME 17q21.31 MICRODELETION SYNDROME			del17q21.31		HP:0001611	Nasal speech									TEA	common							http://www.ncbi.nlm.nih.gov/bookshelf/br.fcgi?book=gene&part=mdel17q21_31	08.09.2010	
MIM:610443	CHROMOSOME 17q21.31 MICRODELETION SYNDROME			del17q21.31		HP:0000189	Narrow palate									TEA	common							http://www.ncbi.nlm.nih.gov/bookshelf/br.fcgi?book=gene&part=mdel17q21_31	08.09.2010	
MIM:610443	CHROMOSOME 17q21.31 MICRODELETION SYNDROME			del17q21.31		HP:0000218	High palate									TEA	common							http://www.ncbi.nlm.nih.gov/bookshelf/br.fcgi?book=gene&part=mdel17q21_31	08.09.2010	
MIM:610443	CHROMOSOME 17q21.31 MICRODELETION SYNDROME			del17q21.31		HP:0001238	Slender fingers									TEA	common							http://www.ncbi.nlm.nih.gov/bookshelf/br.fcgi?book=gene&part=mdel17q21_31	08.09.2010	
MIM:610443	CHROMOSOME 17q21.31 MICRODELETION SYNDROME			del17q21.31		HP:0001238	Slender fingers									TEA	common							http://www.ncbi.nlm.nih.gov/bookshelf/br.fcgi?book=gene&part=mdel17q21_31	08.09.2010	
MIM:610443	CHROMOSOME 17q21.31 MICRODELETION SYNDROME			del17q21.31		HP:0007319	Central nervous system malformations									TEA	common							http://www.ncbi.nlm.nih.gov/bookshelf/br.fcgi?book=gene&part=mdel17q21_31	08.09.2010	
MIM:610443	CHROMOSOME 17q21.31 MICRODELETION SYNDROME			del17q21.31		HP:0000486	Strabismus									TEA	frequent							http://www.ncbi.nlm.nih.gov/bookshelf/br.fcgi?book=gene&part=mdel17q21_31	08.09.2010	
MIM:610443	CHROMOSOME 17q21.31 MICRODELETION SYNDROME			del17q21.31		HP:0004283	Narrow hand									TEA	frequent							http://www.ncbi.nlm.nih.gov/bookshelf/br.fcgi?book=gene&part=mdel17q21_31	08.09.2010	
MIM:610443	CHROMOSOME 17q21.31 MICRODELETION SYNDROME			del17q21.31		HP:0006006	Hypotrophy of the small hand muscles									TEA	frequent							http://www.ncbi.nlm.nih.gov/bookshelf/br.fcgi?book=gene&part=mdel17q21_31	08.09.2010	
MIM:610443	CHROMOSOME 17q21.31 MICRODELETION SYNDROME			del17q21.31		HP:0001385	Hip dysplasia									TEA	frequent							http://www.ncbi.nlm.nih.gov/bookshelf/br.fcgi?book=gene&part=mdel17q21_31	08.09.2010	
MIM:610443	CHROMOSOME 17q21.31 MICRODELETION SYNDROME			del17q21.31		HP:0002827	Dislocated hips									TEA	frequent							http://www.ncbi.nlm.nih.gov/bookshelf/br.fcgi?book=gene&part=mdel17q21_31	08.09.2010	
MIM:610443	CHROMOSOME 17q21.31 MICRODELETION SYNDROME			del17q21.31		HP:0005656	Positional foot deformities									TEA	frequent							http://www.ncbi.nlm.nih.gov/bookshelf/br.fcgi?book=gene&part=mdel17q21_31	08.09.2010	
MIM:610443	CHROMOSOME 17q21.31 MICRODELETION SYNDROME			del17q21.31		HP:0002650	Scoliosis									TEA	frequent							http://www.ncbi.nlm.nih.gov/bookshelf/br.fcgi?book=gene&part=mdel17q21_31	08.09.2010	
MIM:610443	CHROMOSOME 17q21.31 MICRODELETION SYNDROME			del17q21.31		HP:0002808	Kyphosis									TEA	frequent							http://www.ncbi.nlm.nih.gov/bookshelf/br.fcgi?book=gene&part=mdel17q21_31	08.09.2010	
MIM:610443	CHROMOSOME 17q21.31 MICRODELETION SYNDROME			del17q21.31		HP:0001518	Low birth weight									TEA	occasional							http://www.ncbi.nlm.nih.gov/bookshelf/br.fcgi?book=gene&part=mdel17q21_31	08.09.2010	
MIM:610443	CHROMOSOME 17q21.31 MICRODELETION SYNDROME			del17q21.31		HP:0001509	Short stature									TEA	occasional							http://www.ncbi.nlm.nih.gov/bookshelf/br.fcgi?book=gene&part=mdel17q21_31	08.09.2010	
MIM:610443	CHROMOSOME 17q21.31 MICRODELETION SYNDROME			del17q21.31		HP:0000767	Pectus excavatum									TEA	occasional							http://www.ncbi.nlm.nih.gov/bookshelf/br.fcgi?book=gene&part=mdel17q21_31	08.09.2010	
MIM:610443	CHROMOSOME 17q21.31 MICRODELETION SYNDROME			del17q21.31		HP:0005751	Ridging of metopic suture									TEA	rare							http://www.ncbi.nlm.nih.gov/bookshelf/br.fcgi?book=gene&part=mdel17q21_31	08.09.2010	
MIM:610443	CHROMOSOME 17q21.31 MICRODELETION SYNDROME			del17q21.31		HP:0000175	Cleft palate									TEA	rare							http://www.ncbi.nlm.nih.gov/bookshelf/br.fcgi?book=gene&part=mdel17q21_31	08.09.2010	
MIM:610443	CHROMOSOME 17q21.31 MICRODELETION SYNDROME			del17q21.31		HP:0000252	Microcephaly									TEA	rare							http://www.ncbi.nlm.nih.gov/bookshelf/br.fcgi?book=gene&part=mdel17q21_31	08.09.2010	
MIM:610443	CHROMOSOME 17q21.31 MICRODELETION SYNDROME			del17q21.31		HP:0000518	Cataract									TEA	rare							http://www.ncbi.nlm.nih.gov/bookshelf/br.fcgi?book=gene&part=mdel17q21_31	08.09.2010	
MIM:610443	CHROMOSOME 17q21.31 MICRODELETION SYNDROME			del17q21.31		HP:0002021	Pyloric stenosis									TEA	rare							http://www.ncbi.nlm.nih.gov/bookshelf/br.fcgi?book=gene&part=mdel17q21_31	08.09.2010	
MIM:610443	CHROMOSOME 17q21.31 MICRODELETION SYNDROME			del17q21.31		HP:0002948	Vertebral fusion									TEA	rare							http://www.ncbi.nlm.nih.gov/bookshelf/br.fcgi?book=gene&part=mdel17q21_31	08.09.2010	
MIM:610443	CHROMOSOME 17q21.31 MICRODELETION SYNDROME			del17q21.31		HP:0003302	Spondylolisthesis									TEA	rare							http://www.ncbi.nlm.nih.gov/bookshelf/br.fcgi?book=gene&part=mdel17q21_31	08.09.2010	
MIM:610443	CHROMOSOME 17q21.31 MICRODELETION SYNDROME			del17q21.31		HP:0000601	Hypotelorism									TEA	rare							http://www.ncbi.nlm.nih.gov/bookshelf/br.fcgi?book=gene&part=mdel17q21_31	08.09.2010	
MIM:610443	CHROMOSOME 17q21.31 MICRODELETION SYNDROME			del17q21.31		HP:0003828	Variable expressivity									TEA								http://www.ncbi.nlm.nih.gov/bookshelf/br.fcgi?book=gene&part=mdel17q21_31	08.09.2010	
MIM:610443	CHROMOSOME 17q21.31 MICRODELETION SYNDROME			del17q21.31		HP:0002022	Feeding difficulties									TEA	common							http://www.ncbi.nlm.nih.gov/bookshelf/br.fcgi?book=gene&part=mdel17q21_31	08.09.2010	
MIM:610443	CHROMOSOME 17q21.31 MICRODELETION SYNDROME			del17q21.31		HP:0000164	Abnormality of the teeth									TEA	common							http://www.ncbi.nlm.nih.gov/bookshelf/br.fcgi?book=gene&part=mdel17q21_31	08.09.2010	
MIM:610443	CHROMOSOME 17q21.31 MICRODELETION SYNDROME			del17q21.31		HP:0001212	Prominent fingertip pads									TEA	common							http://www.ncbi.nlm.nih.gov/bookshelf/br.fcgi?book=gene&part=mdel17q21_31	08.09.2010	
