Disease ID	Disease Name	Gene ID	Gene Name	Genotype	Gene Symbol(s)	Phenotype ID	Phenotype Name	Entity ID	Entity Name	Quality ID	Quality Name	Add'l Entity ID	Add'l Entity Name	Mode of inheritance ID	Mode of inheritance Name	Age of Onset ID	Age of Onset Name	Frequency	Abnormal ID	Abnormal Name	Description	Orthologs	Pub	Date Created	
MIM:607778	ACROCAPITOFEMORAL DYSPLASIA	MIM:600726	INDIAN HEDGEHOG	MIM:600726 (distal N- and C-terminal regions) / MIM:600726 (distal N- and C-terminal regions) 	IHH	HP:0010240	Hypoplasia of the middle phalanges of the hand											5/5					PMID:12624140	21.10.2009	
MIM:607778	ACROCAPITOFEMORAL DYSPLASIA	MIM:600726	INDIAN HEDGEHOG	MIM:600726 (distal N- and C-terminal regions) / MIM:600726 (distal N- and C-terminal regions) 	IHH	HP:0009882	Hypoplasia of the distal phalanges of the hand											5/5					PMID:12624140	21.10.2009	
MIM:607778	ACROCAPITOFEMORAL DYSPLASIA	MIM:600726	INDIAN HEDGEHOG	MIM:600726 (distal N- and C-terminal regions) / MIM:600726 (distal N- and C-terminal regions) 	IHH	HP:0009638	Hypoplastic/small proximal phalanx of the thumb											5/5					PMID:12624140	21.10.2009	
MIM:607778	ACROCAPITOFEMORAL DYSPLASIA	MIM:600726	INDIAN HEDGEHOG	MIM:600726 (distal N- and C-terminal regions) / MIM:600726 (distal N- and C-terminal regions) 	IHH	HP:0010049	Hypoplastic/short metacarpal bones											common					PMID:12624140	21.10.2009	
MIM:607778	ACROCAPITOFEMORAL DYSPLASIA	MIM:600726	INDIAN HEDGEHOG	MIM:600726 (distal N- and C-terminal regions) / MIM:600726 (distal N- and C-terminal regions) 	IHH	HP:0010241	Hypoplasia of the proximal phalanges of the hand											common					PMID:12624140	21.10.2009	
MIM:607778	ACROCAPITOFEMORAL DYSPLASIA	MIM:600726	INDIAN HEDGEHOG	MIM:600726 (distal N- and C-terminal regions) / MIM:600726 (distal N- and C-terminal regions) 	IHH	HP:0003099	Fibular overgrowth											5/5					PMID:12624140	21.10.2009	
MIM:607778	ACROCAPITOFEMORAL DYSPLASIA	MIM:600726	INDIAN HEDGEHOG	MIM:600726 (distal N- and C-terminal regions) / MIM:600726 (distal N- and C-terminal regions) 	IHH	HP:0002970	Genu varum											3/5					PMID:12624140	21.10.2009	
MIM:607778	ACROCAPITOFEMORAL DYSPLASIA	MIM:600726	INDIAN HEDGEHOG	MIM:600726 (distal N- and C-terminal regions) / MIM:600726 (distal N- and C-terminal regions) 	IHH	HP:0005792	Humeral hypoplasia											5/5					PMID:12624140	21.10.2009	
MIM:607778	ACROCAPITOFEMORAL DYSPLASIA	MIM:600726	INDIAN HEDGEHOG	MIM:600726 (distal N- and C-terminal regions) / MIM:600726 (distal N- and C-terminal regions) 	IHH	HP:0005736	Hypoplastic tibia											5/5					PMID:12624140	21.10.2009	
MIM:607778	ACROCAPITOFEMORAL DYSPLASIA	MIM:600726	INDIAN HEDGEHOG	MIM:600726 (distal N- and C-terminal regions) / MIM:600726 (distal N- and C-terminal regions) 	IHH	HP:0003022	Hypoplasia of the ulna											5/5					PMID:12624140	21.10.2009	
MIM:607778	ACROCAPITOFEMORAL DYSPLASIA	MIM:600726	INDIAN HEDGEHOG	MIM:600726 (distal N- and C-terminal regions) / MIM:600726 (distal N- and C-terminal regions) 	IHH	HP:0003097	Short femur											5/5					PMID:12624140	21.10.2009	
MIM:607778	ACROCAPITOFEMORAL DYSPLASIA	MIM:600726	INDIAN HEDGEHOG	MIM:600726 (distal N- and C-terminal regions) / MIM:600726 (distal N- and C-terminal regions) 	IHH	HP:0006078	Ivory and cone-shaped epiphyses											5/5					PMID:12624140	21.10.2009	
