Disease ID	Disease Name	Gene ID	Gene Name	Genotype	Gene Symbol(s)	Phenotype ID	Phenotype Name	Entity ID	Entity Name	Quality ID	Quality Name	Add'l Entity ID	Add'l Entity Name	Age of Onset ID	Age of Onset Name	Evidence	Frequency	Abnormal ID	Abnormal Name	Sex	Negation	Description	Orthologs	Pub	Date Created	
MIM:127300	LERI-WEILL DYSCHONDROSTEOSIS MADELUNG DEFORMITY, INCLUDED			MIM:312865 / wt; MIM:400020 / wt; delPAR1	SHOX; SHOXY; PAR1	HP:0002995	Short radius									PCS	typical							http://www.ncbi.nlm.nih.gov/bookshelf/br.fcgi?book=gene&part=lwd	13.08.2010	
MIM:127300	LERI-WEILL DYSCHONDROSTEOSIS MADELUNG DEFORMITY, INCLUDED			MIM:312865 / wt; MIM:400020 / wt; delPAR1	SHOX; SHOXY; PAR1	HP:0002985	Short fibulae									PCS	typical							ISBN-13:978-0721606156	13.08.2010	
MIM:127300	LERI-WEILL DYSCHONDROSTEOSIS MADELUNG DEFORMITY, INCLUDED			MIM:312865 / wt; MIM:400020 / wt; delPAR1	SHOX; SHOXY; PAR1	HP:0003712	Muscle hypertrophy									PCS	occasional							http://www.ncbi.nlm.nih.gov/bookshelf/br.fcgi?book=gene&part=lwd	13.08.2010	
MIM:127300	LERI-WEILL DYSCHONDROSTEOSIS MADELUNG DEFORMITY, INCLUDED			MIM:312865 / wt; MIM:400020 / wt; delPAR1	SHOX; SHOXY; PAR1	HP:0010044	Hypoplastic/short 4th metacarpal									PCS	occasional							http://www.ncbi.nlm.nih.gov/bookshelf/br.fcgi?book=gene&part=lwd	13.08.2010	
MIM:127300	LERI-WEILL DYSCHONDROSTEOSIS MADELUNG DEFORMITY, INCLUDED			MIM:312865 / wt; MIM:400020 / wt; delPAR1	SHOX; SHOXY; PAR1	HP:0002762	Multiple exostoses									PCS	occasional							PubMed:11739418; http://www.ncbi.nlm.nih.gov/bookshelf/br.fcgi?book=gene&part=lwd	13.08.2010	
MIM:127300	LERI-WEILL DYSCHONDROSTEOSIS MADELUNG DEFORMITY, INCLUDED			MIM:312865 / wt; MIM:400020 / wt; delPAR1	SHOX; SHOXY; PAR1	HP:0001831	Brachydactyly (feet)									PCS	occasional							ISBN-13:978-0721606156	13.08.2010	
MIM:127300	LERI-WEILL DYSCHONDROSTEOSIS MADELUNG DEFORMITY, INCLUDED			MIM:312865 / wt; MIM:400020 / wt; delPAR1	SHOX; SHOXY; PAR1	HP:0001156	Brachydactyly									PCS	occasional							ISBN-13:978-0721606156	13.08.2010	
MIM:127300	LERI-WEILL DYSCHONDROSTEOSIS MADELUNG DEFORMITY, INCLUDED			MIM:312865 / wt; MIM:400020 / wt; delPAR1	SHOX; SHOXY; PAR1	HP:0001163	Abnormality of the metacarpal bones									PCS	occasional							ISBN-13:978-0721606156	13.08.2010	
MIM:127300	LERI-WEILL DYSCHONDROSTEOSIS MADELUNG DEFORMITY, INCLUDED			MIM:312865 / wt; MIM:400020 / wt; delPAR1	SHOX; SHOXY; PAR1	HP:0001832	Abnormality of the metatarsal bones									PCS	occasional							ISBN-13:978-0721606156	13.08.2010	
MIM:127300	LERI-WEILL DYSCHONDROSTEOSIS MADELUNG DEFORMITY, INCLUDED			MIM:312865 / wt; MIM:400020 / wt; delPAR1	SHOX; SHOXY; PAR1	HP:0002982	Tibial bowing									PCS	occasional							ISBN-13:978-0721606156	13.08.2010	
MIM:127300	LERI-WEILL DYSCHONDROSTEOSIS MADELUNG DEFORMITY, INCLUDED			MIM:312865 / wt; MIM:400020 / wt; delPAR1	SHOX; SHOXY; PAR1	HP:0003367	Abnormality of the femoral neck									PCS	occasional							ISBN-13:978-0721606156	13.08.2010	
MIM:127300	LERI-WEILL DYSCHONDROSTEOSIS MADELUNG DEFORMITY, INCLUDED			MIM:312865 / wt; MIM:400020 / wt; delPAR1	SHOX; SHOXY; PAR1	HP:0002673	Coxa valga									PCS	occasional							ISBN-13:978-0721606156	13.08.2010	
MIM:127300	LERI-WEILL DYSCHONDROSTEOSIS MADELUNG DEFORMITY, INCLUDED			MIM:312865 / wt; MIM:400020 / wt; delPAR1	SHOX; SHOXY; PAR1	HP:0003063	Abnormality of the humerus									PCS	occasional							ISBN-13:978-0721606156	13.08.2010	
