Disease ID	Disease Name	Gene ID	Gene Name	Genotype	Gene Symbol(s)	Phenotype ID	Phenotype Name	Age of Onset ID	Age of Onset Name	Evidence ID	Evidence Name	Frequency	Sex ID	Sex Name	Negation ID	Negation Name	Description	Pub	Assigned by	Date Created	
OMIM:614052	#614052 MITOCHONDRIAL COMPLEX V (ATP SYNTHASE) DEFICIENCY, NUCLEAR TYPE 2;MC5DN2;;MITOCHONDRIAL COMPLEX V (ATP SYNTHASE) DEFICIENCY, TMEM70 TYPE;;ENCEPHALOCARDIOMYOPATHY, MITOCHONDRIAL, NEONATAL, DUE TO ATP SYNTHASEDEFICIENCY					HP:0000308	Microretrognathia			IEA	IEA						OMIM-CS:HEAD AND NECK_FACE > MICRORETROGNATHIA	OMIM:614052	HPO:skoehler	Oct 17, 2012	
OMIM:614052	#614052 MITOCHONDRIAL COMPLEX V (ATP SYNTHASE) DEFICIENCY, NUCLEAR TYPE 2;MC5DN2;;MITOCHONDRIAL COMPLEX V (ATP SYNTHASE) DEFICIENCY, TMEM70 TYPE;;ENCEPHALOCARDIOMYOPATHY, MITOCHONDRIAL, NEONATAL, DUE TO ATP SYNTHASEDEFICIENCY					HP:0005469	Flat occiput			IEA	IEA						OMIM-CS:HEAD AND NECK_HEAD > FLAT OCCIPUT	OMIM:614052	HPO:skoehler	Oct 17, 2012	
OMIM:614052	#614052 MITOCHONDRIAL COMPLEX V (ATP SYNTHASE) DEFICIENCY, NUCLEAR TYPE 2;MC5DN2;;MITOCHONDRIAL COMPLEX V (ATP SYNTHASE) DEFICIENCY, TMEM70 TYPE;;ENCEPHALOCARDIOMYOPATHY, MITOCHONDRIAL, NEONATAL, DUE TO ATP SYNTHASEDEFICIENCY					HP:0000431	Wide nasal bridge			IEA	IEA						OMIM-CS:HEAD AND NECK_NOSE > BROAD NASAL BRIDGE	OMIM:614052	HPO:skoehler	Oct 17, 2012	
OMIM:614052	#614052 MITOCHONDRIAL COMPLEX V (ATP SYNTHASE) DEFICIENCY, NUCLEAR TYPE 2;MC5DN2;;MITOCHONDRIAL COMPLEX V (ATP SYNTHASE) DEFICIENCY, TMEM70 TYPE;;ENCEPHALOCARDIOMYOPATHY, MITOCHONDRIAL, NEONATAL, DUE TO ATP SYNTHASEDEFICIENCY					HP:0000007	Autosomal recessive inheritance			IEA	IEA						OMIM-CS:INHERITANCE > AUTOSOMAL RECESSIVE	OMIM:614052	HPO:skoehler	Oct 17, 2012	
OMIM:614052	#614052 MITOCHONDRIAL COMPLEX V (ATP SYNTHASE) DEFICIENCY, NUCLEAR TYPE 2;MC5DN2;;MITOCHONDRIAL COMPLEX V (ATP SYNTHASE) DEFICIENCY, TMEM70 TYPE;;ENCEPHALOCARDIOMYOPATHY, MITOCHONDRIAL, NEONATAL, DUE TO ATP SYNTHASEDEFICIENCY					HP:0003535	3-Methylglutaconic aciduria			IEA	IEA						OMIM-CS:LABORATORY ABNORMALITIES > 3-METHYLGLUTACONIC ACIDURIA	OMIM:614052	HPO:skoehler	Oct 17, 2012	
OMIM:614052	#614052 MITOCHONDRIAL COMPLEX V (ATP SYNTHASE) DEFICIENCY, NUCLEAR TYPE 2;MC5DN2;;MITOCHONDRIAL COMPLEX V (ATP SYNTHASE) DEFICIENCY, TMEM70 TYPE;;ENCEPHALOCARDIOMYOPATHY, MITOCHONDRIAL, NEONATAL, DUE TO ATP SYNTHASEDEFICIENCY					HP:0001987	Hyperammonemia			IEA	IEA						OMIM-CS:LABORATORY ABNORMALITIES > HYPERAMMONEMIA	OMIM:614052	HPO:skoehler	Oct 17, 2012	
OMIM:614052	#614052 MITOCHONDRIAL COMPLEX V (ATP SYNTHASE) DEFICIENCY, NUCLEAR TYPE 2;MC5DN2;;MITOCHONDRIAL COMPLEX V (ATP SYNTHASE) DEFICIENCY, TMEM70 TYPE;;ENCEPHALOCARDIOMYOPATHY, MITOCHONDRIAL, NEONATAL, DUE TO ATP SYNTHASEDEFICIENCY					HP:0002151	Increased serum lactate			IEA	IEA						OMIM-CS:LABORATORY ABNORMALITIES > INCREASED SERUM LACTATE	OMIM:614052	HPO:skoehler	Oct 17, 2012	
OMIM:614052	#614052 MITOCHONDRIAL COMPLEX V (ATP SYNTHASE) DEFICIENCY, NUCLEAR TYPE 2;MC5DN2;;MITOCHONDRIAL COMPLEX V (ATP SYNTHASE) DEFICIENCY, TMEM70 TYPE;;ENCEPHALOCARDIOMYOPATHY, MITOCHONDRIAL, NEONATAL, DUE TO ATP SYNTHASEDEFICIENCY					HP:0003128	Lactic acidosis			IEA	IEA						OMIM-CS:METABOLIC FEATURES > LACTIC ACIDOSIS	OMIM:614052	HPO:skoehler	Oct 17, 2012	
OMIM:614052	#614052 MITOCHONDRIAL COMPLEX V (ATP SYNTHASE) DEFICIENCY, NUCLEAR TYPE 2;MC5DN2;;MITOCHONDRIAL COMPLEX V (ATP SYNTHASE) DEFICIENCY, TMEM70 TYPE;;ENCEPHALOCARDIOMYOPATHY, MITOCHONDRIAL, NEONATAL, DUE TO ATP SYNTHASEDEFICIENCY					HP:0001263	Global developmental delay			IEA	IEA						OMIM-CS:NEUROLOGIC_CENTRAL NERVOUS SYSTEM > DELAYED PSYCHOMOTOR DEVELOPMENT	OMIM:614052	HPO:skoehler	Oct 17, 2012	
OMIM:614052	#614052 MITOCHONDRIAL COMPLEX V (ATP SYNTHASE) DEFICIENCY, NUCLEAR TYPE 2;MC5DN2;;MITOCHONDRIAL COMPLEX V (ATP SYNTHASE) DEFICIENCY, TMEM70 TYPE;;ENCEPHALOCARDIOMYOPATHY, MITOCHONDRIAL, NEONATAL, DUE TO ATP SYNTHASEDEFICIENCY					HP:0001263	Global developmental delay			IEA	IEA						OMIM-CS:NEUROLOGIC_CENTRAL NERVOUS SYSTEM > PSYCHOMOTOR RETARDATION	OMIM:614052	HPO:skoehler	Oct 17, 2012	
OMIM:614052	#614052 MITOCHONDRIAL COMPLEX V (ATP SYNTHASE) DEFICIENCY, NUCLEAR TYPE 2;MC5DN2;;MITOCHONDRIAL COMPLEX V (ATP SYNTHASE) DEFICIENCY, TMEM70 TYPE;;ENCEPHALOCARDIOMYOPATHY, MITOCHONDRIAL, NEONATAL, DUE TO ATP SYNTHASEDEFICIENCY					HP:0001562	Oligohydramnios			IEA	IEA						OMIM-CS:PRENATAL MANIFESTATIONS_AMNIOTIC FLUID > OLIGOHYDRAMNIOS	OMIM:614052	HPO:skoehler	Oct 17, 2012	
OMIM:614052	#614052 MITOCHONDRIAL COMPLEX V (ATP SYNTHASE) DEFICIENCY, NUCLEAR TYPE 2;MC5DN2;;MITOCHONDRIAL COMPLEX V (ATP SYNTHASE) DEFICIENCY, TMEM70 TYPE;;ENCEPHALOCARDIOMYOPATHY, MITOCHONDRIAL, NEONATAL, DUE TO ATP SYNTHASEDEFICIENCY					HP:0001622	Premature birth			IEA	IEA						OMIM-CS:PRENATAL MANIFESTATIONS_DELIVERY > PREMATURE DELIVERY	OMIM:614052	HPO:skoehler	Oct 17, 2012	
OMIM:614052	#614052 MITOCHONDRIAL COMPLEX V (ATP SYNTHASE) DEFICIENCY, NUCLEAR TYPE 2;MC5DN2;;MITOCHONDRIAL COMPLEX V (ATP SYNTHASE) DEFICIENCY, TMEM70 TYPE;;ENCEPHALOCARDIOMYOPATHY, MITOCHONDRIAL, NEONATAL, DUE TO ATP SYNTHASEDEFICIENCY					HP:0000518	Cataract			IEA	IEA	occasional					OMIM-CS:HEAD AND NECK_EYES > CATARACT (IN 2 BROTHERS)	OMIM:614052	HPO:skoehler	Nov 20, 2012	
OMIM:614052	#614052 MITOCHONDRIAL COMPLEX V (ATP SYNTHASE) DEFICIENCY, NUCLEAR TYPE 2;MC5DN2;;MITOCHONDRIAL COMPLEX V (ATP SYNTHASE) DEFICIENCY, TMEM70 TYPE;;ENCEPHALOCARDIOMYOPATHY, MITOCHONDRIAL, NEONATAL, DUE TO ATP SYNTHASEDEFICIENCY					HP:0003577	Congenital onset			IEA	IEA						OMIM-CS:MISCELLANEOUS > ONSET AT BIRTH OR IN UTERO	OMIM:614052	HPO:skoehler	Nov 20, 2012	
OMIM:614052	#614052 MITOCHONDRIAL COMPLEX V (ATP SYNTHASE) DEFICIENCY, NUCLEAR TYPE 2;MC5DN2;;MITOCHONDRIAL COMPLEX V (ATP SYNTHASE) DEFICIENCY, TMEM70 TYPE;;ENCEPHALOCARDIOMYOPATHY, MITOCHONDRIAL, NEONATAL, DUE TO ATP SYNTHASEDEFICIENCY					HP:0003287	Abnormality of mitochondrial metabolism			IEA	IEA						OMIM-CS:MUSCLE, SOFT TISSUE > DECREASED MITOCHONDRIAL COMPLEX V ACTIVITY	OMIM:614052	HPO:skoehler	Nov 20, 2012	
OMIM:614052	#614052 MITOCHONDRIAL COMPLEX V (ATP SYNTHASE) DEFICIENCY, NUCLEAR TYPE 2;MC5DN2;;MITOCHONDRIAL COMPLEX V (ATP SYNTHASE) DEFICIENCY, TMEM70 TYPE;;ENCEPHALOCARDIOMYOPATHY, MITOCHONDRIAL, NEONATAL, DUE TO ATP SYNTHASEDEFICIENCY					HP:0001251	Ataxia			IEA	IEA						OMIM-CS:NEUROLOGIC_CENTRAL NERVOUS SYSTEM > ATAXIA IN THOSE WHO SURVIVE	OMIM:614052	HPO:skoehler	Nov 20, 2012	
OMIM:614052	#614052 MITOCHONDRIAL COMPLEX V (ATP SYNTHASE) DEFICIENCY, NUCLEAR TYPE 2;MC5DN2;;MITOCHONDRIAL COMPLEX V (ATP SYNTHASE) DEFICIENCY, TMEM70 TYPE;;ENCEPHALOCARDIOMYOPATHY, MITOCHONDRIAL, NEONATAL, DUE TO ATP SYNTHASEDEFICIENCY					HP:0001298	Encephalopathy			IEA	IEA						OMIM-CS:NEUROLOGIC_CENTRAL NERVOUS SYSTEM > ENCEPHALOPATHY, EPISODIC, ASSOCIATED WITH FEBRILE ILLNESSES	OMIM:614052	HPO:skoehler	Nov 20, 2012	
OMIM:614052	#614052 MITOCHONDRIAL COMPLEX V (ATP SYNTHASE) DEFICIENCY, NUCLEAR TYPE 2;MC5DN2;;MITOCHONDRIAL COMPLEX V (ATP SYNTHASE) DEFICIENCY, TMEM70 TYPE;;ENCEPHALOCARDIOMYOPATHY, MITOCHONDRIAL, NEONATAL, DUE TO ATP SYNTHASEDEFICIENCY					HP:0001337	Tremor			IEA	IEA						OMIM-CS:NEUROLOGIC_CENTRAL NERVOUS SYSTEM > INTENTION TREMOR IN THOSE WHO SURVIVE	OMIM:614052	HPO:skoehler	Nov 20, 2012	
OMIM:614052	#614052 MITOCHONDRIAL COMPLEX V (ATP SYNTHASE) DEFICIENCY, NUCLEAR TYPE 2;MC5DN2;;MITOCHONDRIAL COMPLEX V (ATP SYNTHASE) DEFICIENCY, TMEM70 TYPE;;ENCEPHALOCARDIOMYOPATHY, MITOCHONDRIAL, NEONATAL, DUE TO ATP SYNTHASEDEFICIENCY					HP:0002093	Respiratory insufficiency	HP:0003623	Neonatal onset	IEA	IEA						OMIM-CS:RESPIRATORY > RESPIRATORY INSUFFICIENCY AT BIRTH	OMIM:614052	HPO:skoehler	Nov 20, 2012	
OMIM:614052	#614052 MITOCHONDRIAL COMPLEX V (ATP SYNTHASE) DEFICIENCY, NUCLEAR TYPE 2;MC5DN2;;MITOCHONDRIAL COMPLEX V (ATP SYNTHASE) DEFICIENCY, TMEM70 TYPE;;ENCEPHALOCARDIOMYOPATHY, MITOCHONDRIAL, NEONATAL, DUE TO ATP SYNTHASEDEFICIENCY					HP:0011675	Arrhythmia			IEA	IEA						OMIM-CS:CARDIOVASCULAR_HEART > ARRHYTHMIAS	OMIM:614052	HPO:skoehler	24.08.2014
OMIM:614052	#614052 MITOCHONDRIAL COMPLEX V (ATP SYNTHASE) DEFICIENCY, NUCLEAR TYPE 2;MC5DN2;;MITOCHONDRIAL COMPLEX V (ATP SYNTHASE) DEFICIENCY, TMEM70 TYPE;;ENCEPHALOCARDIOMYOPATHY, MITOCHONDRIAL, NEONATAL, DUE TO ATP SYNTHASEDEFICIENCY					HP:0012368	Flat face			IEA	IEA						OMIM-CS:HEAD AND NECK_FACE > FLAT FACE	OMIM:614052	HPO:skoehler	24.08.2014
OMIM:614052	#614052 MITOCHONDRIAL COMPLEX V (ATP SYNTHASE) DEFICIENCY, NUCLEAR TYPE 2;MC5DN2;;MITOCHONDRIAL COMPLEX V (ATP SYNTHASE) DEFICIENCY, TMEM70 TYPE;;ENCEPHALOCARDIOMYOPATHY, MITOCHONDRIAL, NEONATAL, DUE TO ATP SYNTHASEDEFICIENCY					HP:0003348	Hyperalaninemia			IEA	IEA						OMIM-CS:LABORATORY ABNORMALITIES > INCREASED SERUM ALANINE	OMIM:614052	HPO:skoehler	24.08.2014
OMIM:614052	#614052 MITOCHONDRIAL COMPLEX V (ATP SYNTHASE) DEFICIENCY, NUCLEAR TYPE 2;MC5DN2;;MITOCHONDRIAL COMPLEX V (ATP SYNTHASE) DEFICIENCY, TMEM70 TYPE;;ENCEPHALOCARDIOMYOPATHY, MITOCHONDRIAL, NEONATAL, DUE TO ATP SYNTHASEDEFICIENCY					HP:0002352	Leukoencephalopathy			IEA	IEA						OMIM-CS:NEUROLOGIC_CENTRAL NERVOUS SYSTEM > LEUKOENCEPHALOPATHY	OMIM:614052	HPO:skoehler	24.08.2014
OMIM:614052	#614052 MITOCHONDRIAL COMPLEX V (ATP SYNTHASE) DEFICIENCY, NUCLEAR TYPE 2;MC5DN2;;MITOCHONDRIAL COMPLEX V (ATP SYNTHASE) DEFICIENCY, TMEM70 TYPE;;ENCEPHALOCARDIOMYOPATHY, MITOCHONDRIAL, NEONATAL, DUE TO ATP SYNTHASEDEFICIENCY					HP:0001250	Seizures			IEA	IEA	rare					OMIM-CS:NEUROLOGIC_CENTRAL NERVOUS SYSTEM > SEIZURES (UNCOMMON)	OMIM:614052	HPO:skoehler	24.08.2014
