OMIM:314580	#314580 WIEACKER-WOLFF SYNDROME; WRWF;;WIEACKER SYNDROME;;CONTRACTURES OF FEET, MUSCLE ATROPHY, AND OCULOMOTOR APRAXIA;;APRAXIA, OCULOMOTOR, WITH CONGENITAL CONTRACTURES AND MUSCLE ATROPHY					HP:0000343	Long philtrum			IEA	IEA						OMIM-CS:HEAD AND NECK_FACE > LONG PHILTRUM	OMIM:314580	HPO:skoehler	17.07.2013
OMIM:314580	#314580 WIEACKER-WOLFF SYNDROME; WRWF;;WIEACKER SYNDROME;;CONTRACTURES OF FEET, MUSCLE ATROPHY, AND OCULOMOTOR APRAXIA;;APRAXIA, OCULOMOTOR, WITH CONGENITAL CONTRACTURES AND MUSCLE ATROPHY					HP:0000347	Micrognathia			IEA	IEA						OMIM-CS:HEAD AND NECK_FACE > MICROGNATHIA	OMIM:314580	HPO:skoehler	17.07.2013
OMIM:314580	#314580 WIEACKER-WOLFF SYNDROME; WRWF;;WIEACKER SYNDROME;;CONTRACTURES OF FEET, MUSCLE ATROPHY, AND OCULOMOTOR APRAXIA;;APRAXIA, OCULOMOTOR, WITH CONGENITAL CONTRACTURES AND MUSCLE ATROPHY					HP:0000278	Retrognathia			IEA	IEA						OMIM-CS:HEAD AND NECK_FACE > RETROGNATHIA	OMIM:314580	HPO:skoehler	17.07.2013
OMIM:314580	#314580 WIEACKER-WOLFF SYNDROME; WRWF;;WIEACKER SYNDROME;;CONTRACTURES OF FEET, MUSCLE ATROPHY, AND OCULOMOTOR APRAXIA;;APRAXIA, OCULOMOTOR, WITH CONGENITAL CONTRACTURES AND MUSCLE ATROPHY					HP:0000187	Broad alveolar ridges			IEA	IEA						OMIM-CS:HEAD AND NECK_MOUTH > BROAD ALVEOLAR RIDGES	OMIM:314580	HPO:skoehler	17.07.2013
OMIM:314580	#314580 WIEACKER-WOLFF SYNDROME; WRWF;;WIEACKER SYNDROME;;CONTRACTURES OF FEET, MUSCLE ATROPHY, AND OCULOMOTOR APRAXIA;;APRAXIA, OCULOMOTOR, WITH CONGENITAL CONTRACTURES AND MUSCLE ATROPHY					HP:0010806	U-Shaped upper lip vermilion			IEA	IEA						OMIM-CS:HEAD AND NECK_MOUTH > CARP-SHAPED MOUTH	OMIM:314580	HPO:skoehler	17.07.2013
OMIM:314580	#314580 WIEACKER-WOLFF SYNDROME; WRWF;;WIEACKER SYNDROME;;CONTRACTURES OF FEET, MUSCLE ATROPHY, AND OCULOMOTOR APRAXIA;;APRAXIA, OCULOMOTOR, WITH CONGENITAL CONTRACTURES AND MUSCLE ATROPHY					HP:0002307	Drooling			IEA	IEA						OMIM-CS:HEAD AND NECK_MOUTH > DROOLING	OMIM:314580	HPO:skoehler	17.07.2013
OMIM:314580	#314580 WIEACKER-WOLFF SYNDROME; WRWF;;WIEACKER SYNDROME;;CONTRACTURES OF FEET, MUSCLE ATROPHY, AND OCULOMOTOR APRAXIA;;APRAXIA, OCULOMOTOR, WITH CONGENITAL CONTRACTURES AND MUSCLE ATROPHY					HP:0000156	High-arched palate			IEA	IEA						OMIM-CS:HEAD AND NECK_MOUTH > HIGH-ARCHED PALATE	OMIM:314580	HPO:skoehler	17.07.2013
OMIM:314580	#314580 WIEACKER-WOLFF SYNDROME; WRWF;;WIEACKER SYNDROME;;CONTRACTURES OF FEET, MUSCLE ATROPHY, AND OCULOMOTOR APRAXIA;;APRAXIA, OCULOMOTOR, WITH CONGENITAL CONTRACTURES AND MUSCLE ATROPHY					HP:0000470	Short neck			IEA	IEA						OMIM-CS:HEAD AND NECK_NECK > SHORT NECK	OMIM:314580	HPO:skoehler	17.07.2013
OMIM:314580	#314580 WIEACKER-WOLFF SYNDROME; WRWF;;WIEACKER SYNDROME;;CONTRACTURES OF FEET, MUSCLE ATROPHY, AND OCULOMOTOR APRAXIA;;APRAXIA, OCULOMOTOR, WITH CONGENITAL CONTRACTURES AND MUSCLE ATROPHY					HP:0001419	X-linked recessive inheritance			IEA	IEA						OMIM-CS:INHERITANCE > X-LINKED RECESSIVE	OMIM:314580	HPO:skoehler	17.07.2013
OMIM:314580	#314580 WIEACKER-WOLFF SYNDROME; WRWF;;WIEACKER SYNDROME;;CONTRACTURES OF FEET, MUSCLE ATROPHY, AND OCULOMOTOR APRAXIA;;APRAXIA, OCULOMOTOR, WITH CONGENITAL CONTRACTURES AND MUSCLE ATROPHY					HP:0003577	Congenital onset			IEA	IEA						OMIM-CS:MISCELLANEOUS > ONSET IN UTERO	OMIM:314580	HPO:skoehler	17.07.2013
OMIM:314580	#314580 WIEACKER-WOLFF SYNDROME; WRWF;;WIEACKER SYNDROME;;CONTRACTURES OF FEET, MUSCLE ATROPHY, AND OCULOMOTOR APRAXIA;;APRAXIA, OCULOMOTOR, WITH CONGENITAL CONTRACTURES AND MUSCLE ATROPHY					HP:0001324	Muscle weakness			IEA	IEA						MODIFIER:SEVERE;OMIM-CS:MUSCLE, SOFT TISSUE > MUSCLE WEAKNESS, SEVERE	OMIM:314580	HPO:skoehler	17.07.2013
OMIM:314580	#314580 WIEACKER-WOLFF SYNDROME; WRWF;;WIEACKER SYNDROME;;CONTRACTURES OF FEET, MUSCLE ATROPHY, AND OCULOMOTOR APRAXIA;;APRAXIA, OCULOMOTOR, WITH CONGENITAL CONTRACTURES AND MUSCLE ATROPHY					HP:0002059	Cerebral atrophy			IEA	IEA						OMIM-CS:NEUROLOGIC_CENTRAL NERVOUS SYSTEM > CEREBRAL ATROPHY	OMIM:314580	HPO:skoehler	17.07.2013
OMIM:314580	#314580 WIEACKER-WOLFF SYNDROME; WRWF;;WIEACKER SYNDROME;;CONTRACTURES OF FEET, MUSCLE ATROPHY, AND OCULOMOTOR APRAXIA;;APRAXIA, OCULOMOTOR, WITH CONGENITAL CONTRACTURES AND MUSCLE ATROPHY					HP:0001263	Global developmental delay			IEA	IEA						OMIM-CS:NEUROLOGIC_CENTRAL NERVOUS SYSTEM > DELAYED PSYCHOMOTOR DEVELOPMENT	OMIM:314580	HPO:skoehler	17.07.2013
OMIM:314580	#314580 WIEACKER-WOLFF SYNDROME; WRWF;;WIEACKER SYNDROME;;CONTRACTURES OF FEET, MUSCLE ATROPHY, AND OCULOMOTOR APRAXIA;;APRAXIA, OCULOMOTOR, WITH CONGENITAL CONTRACTURES AND MUSCLE ATROPHY					HP:0001332	Dystonia			IEA	IEA						OMIM-CS:NEUROLOGIC_CENTRAL NERVOUS SYSTEM > DYSTONIA	OMIM:314580	HPO:skoehler	17.07.2013
OMIM:314580	#314580 WIEACKER-WOLFF SYNDROME; WRWF;;WIEACKER SYNDROME;;CONTRACTURES OF FEET, MUSCLE ATROPHY, AND OCULOMOTOR APRAXIA;;APRAXIA, OCULOMOTOR, WITH CONGENITAL CONTRACTURES AND MUSCLE ATROPHY					HP:0001250	Seizures			IEA	IEA						OMIM-CS:NEUROLOGIC_CENTRAL NERVOUS SYSTEM > SEIZURES	OMIM:314580	HPO:skoehler	17.07.2013
OMIM:314580	#314580 WIEACKER-WOLFF SYNDROME; WRWF;;WIEACKER SYNDROME;;CONTRACTURES OF FEET, MUSCLE ATROPHY, AND OCULOMOTOR APRAXIA;;APRAXIA, OCULOMOTOR, WITH CONGENITAL CONTRACTURES AND MUSCLE ATROPHY					HP:0001257	Spasticity			IEA	IEA						OMIM-CS:NEUROLOGIC_CENTRAL NERVOUS SYSTEM > SPASTICITY	OMIM:314580	HPO:skoehler	17.07.2013
OMIM:314580	#314580 WIEACKER-WOLFF SYNDROME; WRWF;;WIEACKER SYNDROME;;CONTRACTURES OF FEET, MUSCLE ATROPHY, AND OCULOMOTOR APRAXIA;;APRAXIA, OCULOMOTOR, WITH CONGENITAL CONTRACTURES AND MUSCLE ATROPHY					HP:0000750	Delayed speech and language development			IEA	IEA						OMIM-CS:NEUROLOGIC_CENTRAL NERVOUS SYSTEM > SPEECH DELAY	OMIM:314580	HPO:skoehler	17.07.2013
OMIM:314580	#314580 WIEACKER-WOLFF SYNDROME; WRWF;;WIEACKER SYNDROME;;CONTRACTURES OF FEET, MUSCLE ATROPHY, AND OCULOMOTOR APRAXIA;;APRAXIA, OCULOMOTOR, WITH CONGENITAL CONTRACTURES AND MUSCLE ATROPHY					HP:0001284	Areflexia			IEA	IEA						OMIM-CS:NEUROLOGIC_PERIPHERAL NERVOUS SYSTEM > AREFLEXIA	OMIM:314580	HPO:skoehler	17.07.2013
OMIM:314580	#314580 WIEACKER-WOLFF SYNDROME; WRWF;;WIEACKER SYNDROME;;CONTRACTURES OF FEET, MUSCLE ATROPHY, AND OCULOMOTOR APRAXIA;;APRAXIA, OCULOMOTOR, WITH CONGENITAL CONTRACTURES AND MUSCLE ATROPHY					HP:0001558	Decreased fetal movement			IEA	IEA						OMIM-CS:PRENATAL MANIFESTATIONS_MOVEMENT > DECREASED FETAL MOVEMENTS	OMIM:314580	HPO:skoehler	17.07.2013
OMIM:314580	#314580 WIEACKER-WOLFF SYNDROME; WRWF;;WIEACKER SYNDROME;;CONTRACTURES OF FEET, MUSCLE ATROPHY, AND OCULOMOTOR APRAXIA;;APRAXIA, OCULOMOTOR, WITH CONGENITAL CONTRACTURES AND MUSCLE ATROPHY					HP:0002104	Apnea			IEA	IEA						OMIM-CS:RESPIRATORY > APNEA	OMIM:314580	HPO:skoehler	17.07.2013
OMIM:314580	#314580 WIEACKER-WOLFF SYNDROME; WRWF;;WIEACKER SYNDROME;;CONTRACTURES OF FEET, MUSCLE ATROPHY, AND OCULOMOTOR APRAXIA;;APRAXIA, OCULOMOTOR, WITH CONGENITAL CONTRACTURES AND MUSCLE ATROPHY					HP:0002643	Neonatal respiratory distress			IEA	IEA						OMIM-CS:RESPIRATORY > NEONATAL RESPIRATORY DISTRESS	OMIM:314580	HPO:skoehler	17.07.2013
OMIM:314580	#314580 WIEACKER-WOLFF SYNDROME; WRWF;;WIEACKER SYNDROME;;CONTRACTURES OF FEET, MUSCLE ATROPHY, AND OCULOMOTOR APRAXIA;;APRAXIA, OCULOMOTOR, WITH CONGENITAL CONTRACTURES AND MUSCLE ATROPHY					HP:0002804	Arthrogryposis multiplex congenita	HP:0003577	Congenital onset	IEA	IEA						OMIM-CS:SKELETAL > ARTHROGRYPOSIS, CONGENITAL	OMIM:314580	HPO:skoehler	17.07.2013
OMIM:314580	#314580 WIEACKER-WOLFF SYNDROME; WRWF;;WIEACKER SYNDROME;;CONTRACTURES OF FEET, MUSCLE ATROPHY, AND OCULOMOTOR APRAXIA;;APRAXIA, OCULOMOTOR, WITH CONGENITAL CONTRACTURES AND MUSCLE ATROPHY					HP:0001762	Talipes equinovarus			IEA	IEA						OMIM-CS:SKELETAL_FEET > CLUB FEET	OMIM:314580	HPO:skoehler	17.07.2013
OMIM:314580	#314580 WIEACKER-WOLFF SYNDROME; WRWF;;WIEACKER SYNDROME;;CONTRACTURES OF FEET, MUSCLE ATROPHY, AND OCULOMOTOR APRAXIA;;APRAXIA, OCULOMOTOR, WITH CONGENITAL CONTRACTURES AND MUSCLE ATROPHY					HP:0001762	Talipes equinovarus			IEA	IEA						OMIM-CS:SKELETAL_FEET > EQUINOVARUS	OMIM:314580	HPO:skoehler	17.07.2013
OMIM:314580	#314580 WIEACKER-WOLFF SYNDROME; WRWF;;WIEACKER SYNDROME;;CONTRACTURES OF FEET, MUSCLE ATROPHY, AND OCULOMOTOR APRAXIA;;APRAXIA, OCULOMOTOR, WITH CONGENITAL CONTRACTURES AND MUSCLE ATROPHY					HP:0009623	Proximal placement of thumb			IEA	IEA						OMIM-CS:SKELETAL_HANDS > PROXIMALLY PLACED THUMBS	OMIM:314580	HPO:skoehler	17.07.2013
OMIM:314580	#314580 WIEACKER-WOLFF SYNDROME; WRWF;;WIEACKER SYNDROME;;CONTRACTURES OF FEET, MUSCLE ATROPHY, AND OCULOMOTOR APRAXIA;;APRAXIA, OCULOMOTOR, WITH CONGENITAL CONTRACTURES AND MUSCLE ATROPHY					HP:0002827	Hip dislocation			IEA	IEA						OMIM-CS:SKELETAL_PELVIS > HIP DISLOCATION	OMIM:314580	HPO:skoehler	17.07.2013
OMIM:314580	#314580 WIEACKER-WOLFF SYNDROME; WRWF;;WIEACKER SYNDROME;;CONTRACTURES OF FEET, MUSCLE ATROPHY, AND OCULOMOTOR APRAXIA;;APRAXIA, OCULOMOTOR, WITH CONGENITAL CONTRACTURES AND MUSCLE ATROPHY					HP:0002808	Kyphosis			IEA	IEA						OMIM-CS:SKELETAL_SPINE > KYPHOSIS	OMIM:314580	HPO:skoehler	17.07.2013
OMIM:314580	#314580 WIEACKER-WOLFF SYNDROME; WRWF;;WIEACKER SYNDROME;;CONTRACTURES OF FEET, MUSCLE ATROPHY, AND OCULOMOTOR APRAXIA;;APRAXIA, OCULOMOTOR, WITH CONGENITAL CONTRACTURES AND MUSCLE ATROPHY					HP:0003307	Hyperlordosis			IEA	IEA						OMIM-CS:SKELETAL_SPINE > LORDOSIS	OMIM:314580	HPO:skoehler	17.07.2013
OMIM:314580	#314580 WIEACKER-WOLFF SYNDROME; WRWF;;WIEACKER SYNDROME;;CONTRACTURES OF FEET, MUSCLE ATROPHY, AND OCULOMOTOR APRAXIA;;APRAXIA, OCULOMOTOR, WITH CONGENITAL CONTRACTURES AND MUSCLE ATROPHY					HP:0002650	Scoliosis			IEA	IEA						OMIM-CS:SKELETAL_SPINE > SCOLIOSIS	OMIM:314580	HPO:skoehler	17.07.2013
OMIM:314580	#314580 WIEACKER-WOLFF SYNDROME; WRWF;;WIEACKER SYNDROME;;CONTRACTURES OF FEET, MUSCLE ATROPHY, AND OCULOMOTOR APRAXIA;;APRAXIA, OCULOMOTOR, WITH CONGENITAL CONTRACTURES AND MUSCLE ATROPHY					HP:0009890	High anterior hairline			IEA	IEA						OMIM-CS:SKIN, NAILS, HAIR_HAIR > HIGH ANTERIOR HAIRLINE	OMIM:314580	HPO:skoehler	17.07.2013
