Disease ID	Disease Name	Gene ID	Gene Name	Genotype	Gene Symbol(s)	Phenotype ID	Phenotype Name	Age of Onset ID	Age of Onset Name	Evidence ID	Evidence Name	Frequency	Sex ID	Sex Name	Negation ID	Negation Name	Description	Pub	Assigned by	Date Created	
OMIM:610015	#610015 GLUTAMINE DEFICIENCY, CONGENITAL;;GLUTAMINE SYNTHASE DEFICIENCY, CONGENITAL SYSTEMIC					HP:0002416	Subependymal cysts			IEA	IEA						OMIM-CS:NEUROLOGIC_CENTRAL NERVOUS SYSTEM > SUBEPENDYMAL CYSTS	OMIM:610015	HPO:skoehler	Oct 17, 2012	
OMIM:610015	#610015 GLUTAMINE DEFICIENCY, CONGENITAL;;GLUTAMINE SYNTHASE DEFICIENCY, CONGENITAL SYSTEMIC					HP:0002319	Thin corpus callosum			IEA	IEA						OMIM-CS:NEUROLOGIC_CENTRAL NERVOUS SYSTEM > THIN CORPUS CALLOSUM	OMIM:610015	HPO:skoehler	Oct 17, 2012	
OMIM:610015	#610015 GLUTAMINE DEFICIENCY, CONGENITAL;;GLUTAMINE SYNTHASE DEFICIENCY, CONGENITAL SYSTEMIC					HP:0002119	Ventriculomegaly			IEA	IEA						OMIM-CS:NEUROLOGIC_CENTRAL NERVOUS SYSTEM > VENTRICULOMEGALY	OMIM:610015	HPO:skoehler	Oct 17, 2012	
OMIM:610015	#610015 GLUTAMINE DEFICIENCY, CONGENITAL;;GLUTAMINE SYNTHASE DEFICIENCY, CONGENITAL SYSTEMIC					HP:0002104	Apnea			IEA	IEA						OMIM-CS:RESPIRATORY > APNEA	OMIM:610015	HPO:skoehler	Oct 17, 2012	
OMIM:610015	#610015 GLUTAMINE DEFICIENCY, CONGENITAL;;GLUTAMINE SYNTHASE DEFICIENCY, CONGENITAL SYSTEMIC					HP:0002093	Respiratory insufficiency			IEA	IEA						OMIM-CS:RESPIRATORY > RESPIRATORY INSUFFICIENCY	OMIM:610015	HPO:skoehler	Oct 17, 2012	
OMIM:610015	#610015 GLUTAMINE DEFICIENCY, CONGENITAL;;GLUTAMINE SYNTHASE DEFICIENCY, CONGENITAL SYSTEMIC					HP:0002983	Micromelia			IEA	IEA	rare					OMIM-CS:SKELETAL_LIMBS > MICROMELIA (1 PATIENT)	OMIM:610015	HPO:skoehler	Nov 18, 2012	
OMIM:610015	#610015 GLUTAMINE DEFICIENCY, CONGENITAL;;GLUTAMINE SYNTHASE DEFICIENCY, CONGENITAL SYSTEMIC					HP:0000431	Wide nasal bridge			IEA	IEA						OMIM-CS:HEAD AND NECK_NOSE > FLAT, BROAD NASAL ROOT	OMIM:610015	HPO:skoehler	Nov 21, 2012	
OMIM:610015	#610015 GLUTAMINE DEFICIENCY, CONGENITAL;;GLUTAMINE SYNTHASE DEFICIENCY, CONGENITAL SYSTEMIC					HP:0001522	Death in infancy			IEA	IEA	occasional					OMIM-CS:MISCELLANEOUS > DEATH IN INFANCY IN 2 PATIENTS	OMIM:610015	HPO:skoehler	Nov 21, 2012	
OMIM:610015	#610015 GLUTAMINE DEFICIENCY, CONGENITAL;;GLUTAMINE SYNTHASE DEFICIENCY, CONGENITAL SYSTEMIC					HP:0011344	Severe global developmental delay			IEA	IEA						OMIM-CS:NEUROLOGIC_CENTRAL NERVOUS SYSTEM > DELAYED DEVELOPMENT, SEVERE	OMIM:610015	HPO:skoehler	Nov 21, 2012	
OMIM:610015	#610015 GLUTAMINE DEFICIENCY, CONGENITAL;;GLUTAMINE SYNTHASE DEFICIENCY, CONGENITAL SYSTEMIC					HP:0000988	Skin rash			IEA	IEA						OMIM-CS:SKIN, NAILS, HAIR_SKIN > BLISTERING ERYTHEMATOUS RASH	OMIM:610015	HPO:skoehler	Nov 21, 2012	
OMIM:610015	#610015 GLUTAMINE DEFICIENCY, CONGENITAL;;GLUTAMINE SYNTHASE DEFICIENCY, CONGENITAL SYSTEMIC					HP:0005280	Depressed nasal bridge			IEA	IEA						OMIM-CS:HEAD AND NECK_NOSE > FLAT, BROAD NASAL ROOT	OMIM:610015	HPO:skoehler	Nov 26, 2012	
OMIM:610015	#610015 GLUTAMINE DEFICIENCY, CONGENITAL;;GLUTAMINE SYNTHASE DEFICIENCY, CONGENITAL SYSTEMIC					HP:0001371	Flexion contracture			IEA	IEA	rare					OMIM-CS:SKELETAL > CONTRACTURES (1 PATIENT)	OMIM:610015	HPO:skoehler	31.05.2013
