Disease ID	Disease Name	Gene ID	Gene Name	Genotype	Gene Symbol(s)	Phenotype ID	Phenotype Name	Age of Onset ID	Age of Onset Name	Evidence ID	Evidence Name	Frequency	Sex ID	Sex Name	Negation ID	Negation Name	Description	Pub	Assigned by	Date Created	
OMIM:614527	#614527 CHROMOSOME 17q12 DELETION SYNDROME					HP:0005343	Hypoplasia of the bladder			IEA	IEA						OMIM-CS:GENITOURINARY_BLADDER > HYPOPLASTIC BLADDER	OMIM:614527	HPO:skoehler	Oct 17, 2012	
OMIM:614527	#614527 CHROMOSOME 17q12 DELETION SYNDROME					HP:0000151	Aplasia of the uterus			IEA	IEA						OMIM-CS:GENITOURINARY_INTERNAL GENITALIA, FEMALE > ABSENT UTERUS	OMIM:614527	HPO:skoehler	Oct 17, 2012	
OMIM:614527	#614527 CHROMOSOME 17q12 DELETION SYNDROME					HP:0003250	Aplasia of the vagina			IEA	IEA						OMIM-CS:GENITOURINARY_INTERNAL GENITALIA, FEMALE > ABSENT VAGINA	OMIM:614527	HPO:skoehler	Oct 17, 2012	
OMIM:614527	#614527 CHROMOSOME 17q12 DELETION SYNDROME					HP:0003774	End stage renal disease			IEA	IEA						OMIM-CS:GENITOURINARY_KIDNEYS > END-STAGE RENAL DISEASE	OMIM:614527	HPO:skoehler	Oct 17, 2012	
OMIM:614527	#614527 CHROMOSOME 17q12 DELETION SYNDROME					HP:0000126	Hydronephrosis			IEA	IEA						OMIM-CS:GENITOURINARY_KIDNEYS > HYDRONEPHROSIS	OMIM:614527	HPO:skoehler	Oct 17, 2012	
OMIM:614527	#614527 CHROMOSOME 17q12 DELETION SYNDROME					HP:0000107	Renal cysts			IEA	IEA						OMIM-CS:GENITOURINARY_KIDNEYS > RENAL CYSTS	OMIM:614527	HPO:skoehler	Oct 17, 2012	
OMIM:614527	#614527 CHROMOSOME 17q12 DELETION SYNDROME					HP:0000089	Renal hypoplasia			IEA	IEA						OMIM-CS:GENITOURINARY_KIDNEYS > RENAL HYPOPLASIA	OMIM:614527	HPO:skoehler	Oct 17, 2012	
OMIM:614527	#614527 CHROMOSOME 17q12 DELETION SYNDROME					HP:0000122	Unilateral renal agenesis			IEA	IEA						OMIM-CS:GENITOURINARY_KIDNEYS > UNILATERAL RENAL AGENESIS	OMIM:614527	HPO:skoehler	Oct 17, 2012	
OMIM:614527	#614527 CHROMOSOME 17q12 DELETION SYNDROME					HP:0005999	Ureteral atresia			IEA	IEA						OMIM-CS:GENITOURINARY_URETERS > URETERAL ATRESIA	OMIM:614527	HPO:skoehler	Oct 17, 2012	
OMIM:614527	#614527 CHROMOSOME 17q12 DELETION SYNDROME					HP:0002007	Frontal bossing			IEA	IEA						OMIM-CS:HEAD AND NECK_FACE > FRONTAL BOSSING	OMIM:614527	HPO:skoehler	Oct 17, 2012	
OMIM:614527	#614527 CHROMOSOME 17q12 DELETION SYNDROME					HP:0000348	High forehead			IEA	IEA						OMIM-CS:HEAD AND NECK_FACE > HIGH FOREHEAD	OMIM:614527	HPO:skoehler	Oct 17, 2012	
OMIM:614527	#614527 CHROMOSOME 17q12 DELETION SYNDROME					HP:0000272	Malar flattening			IEA	IEA						OMIM-CS:HEAD AND NECK_FACE > MALAR FLATTENING	OMIM:614527	HPO:skoehler	Oct 17, 2012	
OMIM:614527	#614527 CHROMOSOME 17q12 DELETION SYNDROME					HP:0000347	Micrognathia			IEA	IEA						OMIM-CS:HEAD AND NECK_FACE > MICROGNATHIA	OMIM:614527	HPO:skoehler	Oct 17, 2012	
OMIM:614527	#614527 CHROMOSOME 17q12 DELETION SYNDROME					HP:0000278	Retrognathia			IEA	IEA						OMIM-CS:HEAD AND NECK_FACE > RETROGNATHIA	OMIM:614527	HPO:skoehler	Oct 17, 2012	
OMIM:614527	#614527 CHROMOSOME 17q12 DELETION SYNDROME					HP:0005280	Depressed nasal bridge			IEA	IEA						OMIM-CS:HEAD AND NECK_NOSE > DEPRESSED NASAL BRIDGE	OMIM:614527	HPO:skoehler	Oct 17, 2012	
OMIM:614527	#614527 CHROMOSOME 17q12 DELETION SYNDROME					HP:0000006	Autosomal dominant inheritance			IEA	IEA						OMIM-CS:INHERITANCE > AUTOSOMAL DOMINANT	OMIM:614527	HPO:skoehler	Oct 17, 2012	
OMIM:614527	#614527 CHROMOSOME 17q12 DELETION SYNDROME					HP:0000750	Delayed speech and language development			IEA	IEA						OMIM-CS:NEUROLOGIC_CENTRAL NERVOUS SYSTEM > SPEECH DELAY	OMIM:614527	HPO:skoehler	Oct 17, 2012	
OMIM:614527	#614527 CHROMOSOME 17q12 DELETION SYNDROME					HP:0000998	Hypertrichosis			IEA	IEA	rare					OMIM-CS:HEAD AND NECK_FACE > HYPERTRICHOSIS OF UPPER LIP (RARE)	OMIM:614527	HPO:skoehler	Nov 16, 2012	
OMIM:614527	#614527 CHROMOSOME 17q12 DELETION SYNDROME					HP:0000303	Mandibular prognathia			IEA	IEA	rare					OMIM-CS:HEAD AND NECK_FACE > PROGNATHISM (RARE)	OMIM:614527	HPO:skoehler	Nov 16, 2012	
OMIM:614527	#614527 CHROMOSOME 17q12 DELETION SYNDROME					HP:0000218	High palate			IEA	IEA	rare					OMIM-CS:HEAD AND NECK_MOUTH > HIGH PALATE (IN SOME PATIENTS)	OMIM:614527	HPO:skoehler	Nov 16, 2012	
OMIM:614527	#614527 CHROMOSOME 17q12 DELETION SYNDROME					HP:0100753	Schizophrenia			IEA	IEA	rare					OMIM-CS:NEUROLOGIC_BEHAVIORAL/PSYCHIATRIC MANIFESTATIONS > SCHIZOPHRENIA (IN SOME PATIENTS)	OMIM:614527	HPO:skoehler	Nov 16, 2012	
OMIM:614527	#614527 CHROMOSOME 17q12 DELETION SYNDROME					HP:0000717	Autism			IEA	IEA						OMIM-CS:NEUROLOGIC_CENTRAL NERVOUS SYSTEM > AUTISM OR AUTISTIC FEATURES	OMIM:614527	HPO:skoehler	Nov 16, 2012	
OMIM:614527	#614527 CHROMOSOME 17q12 DELETION SYNDROME					HP:0001249	Intellectual disability			IEA	IEA						OMIM-CS:NEUROLOGIC_CENTRAL NERVOUS SYSTEM > MENTAL RETARDATION, MILD TO MODERATE	OMIM:614527	HPO:skoehler	Nov 16, 2012	
OMIM:614527	#614527 CHROMOSOME 17q12 DELETION SYNDROME					HP:0001250	Seizures			IEA	IEA	rare					OMIM-CS:NEUROLOGIC_CENTRAL NERVOUS SYSTEM > SEIZURES (IN SOME PATIENTS)	OMIM:614527	HPO:skoehler	Nov 16, 2012	
OMIM:614527	#614527 CHROMOSOME 17q12 DELETION SYNDROME					HP:0010511	Long toe			IEA	IEA	rare					OMIM-CS:SKELETAL_FEET > LONG TOES (RARE)	OMIM:614527	HPO:skoehler	Nov 16, 2012	
OMIM:614527	#614527 CHROMOSOME 17q12 DELETION SYNDROME					HP:0001764	Small feet			IEA	IEA	rare					OMIM-CS:SKELETAL_FEET > SHORT FEET (RARE)	OMIM:614527	HPO:skoehler	Nov 16, 2012	
OMIM:614527	#614527 CHROMOSOME 17q12 DELETION SYNDROME					HP:0100807	Long fingers			IEA	IEA	rare					OMIM-CS:SKELETAL_HANDS > LONG FINGERS (RARE)	OMIM:614527	HPO:skoehler	Nov 16, 2012	
OMIM:614527	#614527 CHROMOSOME 17q12 DELETION SYNDROME					HP:0004279	Short palm			IEA	IEA	rare					OMIM-CS:SKELETAL_HANDS > SHORT HANDS (RARE)	OMIM:614527	HPO:skoehler	Nov 16, 2012	
OMIM:614527	#614527 CHROMOSOME 17q12 DELETION SYNDROME					HP:0009824	Hypoplasia involving bones of the upper limbs			IEA	IEA	rare					OMIM-CS:SKELETAL_LIMBS > SHORT ARMS AND LEGS (RARE)	OMIM:614527	HPO:skoehler	Nov 16, 2012	
OMIM:614527	#614527 CHROMOSOME 17q12 DELETION SYNDROME					HP:0002650	Scoliosis			IEA	IEA	rare					OMIM-CS:SKELETAL_SPINE > SCOLIOSIS (RARE)	OMIM:614527	HPO:skoehler	Nov 16, 2012	
OMIM:614527	#614527 CHROMOSOME 17q12 DELETION SYNDROME					HP:0000177	Abnormality of upper lip			IEA	IEA	rare					OMIM-CS:SKIN, NAILS, HAIR_HAIR > HYPERTRICHOSIS OF UPPER LIP (RARE)	OMIM:614527	HPO:skoehler	Nov 16, 2012	
OMIM:614527	#614527 CHROMOSOME 17q12 DELETION SYNDROME					HP:0000535	Sparse eyebrow			IEA	IEA	rare					OMIM-CS:SKIN, NAILS, HAIR_HAIR > SPARSE EYEBROWS LATERALLY (RARE)	OMIM:614527	HPO:skoehler	Nov 16, 2012	
OMIM:614527	#614527 CHROMOSOME 17q12 DELETION SYNDROME					HP:0001795	Hyperconvex nail			IEA	IEA	rare					OMIM-CS:SKIN, NAILS, HAIR_NAILS > HYPERCONVEX NAILS (RARE)	OMIM:614527	HPO:skoehler	Nov 16, 2012	
OMIM:614527	#614527 CHROMOSOME 17q12 DELETION SYNDROME					HP:0001792	Small nail			IEA	IEA	rare					OMIM-CS:SKIN, NAILS, HAIR_NAILS > NAIL HYPOPLASIA, MILD (RARE)	OMIM:614527	HPO:skoehler	Nov 16, 2012	
OMIM:614527	#614527 CHROMOSOME 17q12 DELETION SYNDROME					HP:0008404	Nail dystrophy			IEA	IEA	rare					OMIM-CS:SKIN, NAILS, HAIR_NAILS > ONYCHODYSTROPHY (RARE)	OMIM:614527	HPO:skoehler	Nov 16, 2012	
OMIM:614527	#614527 CHROMOSOME 17q12 DELETION SYNDROME					HP:0002910	Elevated hepatic transaminases			IEA	IEA	rare					OMIM-CS:ABDOMEN_LIVER > ELEVATED LIVER ENZYMES (IN SOME PATIENTS)	OMIM:614527	HPO:skoehler	18.11.2012
OMIM:614527	#614527 CHROMOSOME 17q12 DELETION SYNDROME					HP:0000028	Cryptorchidism			IEA	IEA	rare					OMIM-CS:GENITOURINARY_EXTERNAL GENITALIA, MALE > CRYPTORCHIDISM (RARE)	OMIM:614527	HPO:skoehler	18.11.2012
OMIM:614527	#614527 CHROMOSOME 17q12 DELETION SYNDROME					HP:0008661	Urethral stenosis			IEA	IEA	rare					OMIM-CS:GENITOURINARY_EXTERNAL GENITALIA, MALE > URETHRAL STENOSIS (RARE)	OMIM:614527	HPO:skoehler	18.11.2012
OMIM:614527	#614527 CHROMOSOME 17q12 DELETION SYNDROME					HP:0004322	Short stature			IEA	IEA	rare					OMIM-CS:GROWTH_HEIGHT > SHORT STATURE (IN SOME PATIENTS)	OMIM:614527	HPO:skoehler	18.11.2012
OMIM:614527	#614527 CHROMOSOME 17q12 DELETION SYNDROME					HP:0008619	Bilateral sensorineural hearing impairment			IEA	IEA	rare					OMIM-CS:HEAD AND NECK_EARS > BILATERAL SENSORINEURAL HEARING LOSS (IN SOME PATIENTS)	OMIM:614527	HPO:skoehler	18.11.2012
OMIM:614527	#614527 CHROMOSOME 17q12 DELETION SYNDROME					HP:0000286	Epicanthus			IEA	IEA	rare					OMIM-CS:HEAD AND NECK_EYES > EPICANTHAL FOLDS (IN SOME PATIENTS)	OMIM:614527	HPO:skoehler	18.11.2012
OMIM:614527	#614527 CHROMOSOME 17q12 DELETION SYNDROME					HP:0000540	Hypermetropia			IEA	IEA	rare					OMIM-CS:HEAD AND NECK_EYES > HYPERMETROPIA (IN SOME PATIENTS)	OMIM:614527	HPO:skoehler	18.11.2012
OMIM:614527	#614527 CHROMOSOME 17q12 DELETION SYNDROME					HP:0000666	Horizontal nystagmus			IEA	IEA	rare					OMIM-CS:HEAD AND NECK_EYES > NYSTAGMUS, HORIZONTAL (RARE)	OMIM:614527	HPO:skoehler	18.11.2012
OMIM:614527	#614527 CHROMOSOME 17q12 DELETION SYNDROME					HP:0000303	Mandibular prognathia			IEA	IEA	rare					OMIM-CS:HEAD AND NECK_FACE > PROGNATHISM (RARE)	OMIM:614527	HPO:skoehler	18.11.2012
OMIM:614527	#614527 CHROMOSOME 17q12 DELETION SYNDROME					HP:0000218	High palate			IEA	IEA	rare					OMIM-CS:HEAD AND NECK_MOUTH > HIGH PALATE (IN SOME PATIENTS)	OMIM:614527	HPO:skoehler	18.11.2012
OMIM:614527	#614527 CHROMOSOME 17q12 DELETION SYNDROME					HP:0100753	Schizophrenia			IEA	IEA	rare					OMIM-CS:NEUROLOGIC_BEHAVIORAL/PSYCHIATRIC MANIFESTATIONS > SCHIZOPHRENIA (IN SOME PATIENTS)	OMIM:614527	HPO:skoehler	18.11.2012
OMIM:614527	#614527 CHROMOSOME 17q12 DELETION SYNDROME					HP:0002384	Focal seizures with impairment of consciousness or awareness			IEA	IEA	rare					OMIM-CS:NEUROLOGIC_CENTRAL NERVOUS SYSTEM > COMPLEX PARTIAL SEIZURES (IN SOME PATIENTS)	OMIM:614527	HPO:skoehler	18.11.2012
OMIM:614527	#614527 CHROMOSOME 17q12 DELETION SYNDROME					HP:0001250	Seizures			IEA	IEA	rare					OMIM-CS:NEUROLOGIC_CENTRAL NERVOUS SYSTEM > SEIZURES (IN SOME PATIENTS)	OMIM:614527	HPO:skoehler	18.11.2012
OMIM:614527	#614527 CHROMOSOME 17q12 DELETION SYNDROME					HP:0010511	Long toe			IEA	IEA	rare					OMIM-CS:SKELETAL_FEET > LONG TOES (RARE)	OMIM:614527	HPO:skoehler	18.11.2012
OMIM:614527	#614527 CHROMOSOME 17q12 DELETION SYNDROME					HP:0001764	Small feet			IEA	IEA	rare					OMIM-CS:SKELETAL_FEET > SHORT FEET (RARE)	OMIM:614527	HPO:skoehler	18.11.2012
OMIM:614527	#614527 CHROMOSOME 17q12 DELETION SYNDROME					HP:0100807	Long fingers			IEA	IEA	rare					OMIM-CS:SKELETAL_HANDS > LONG FINGERS (RARE)	OMIM:614527	HPO:skoehler	18.11.2012
OMIM:614527	#614527 CHROMOSOME 17q12 DELETION SYNDROME					HP:0004279	Short palm			IEA	IEA	rare					OMIM-CS:SKELETAL_HANDS > SHORT HANDS (RARE)	OMIM:614527	HPO:skoehler	18.11.2012
OMIM:614527	#614527 CHROMOSOME 17q12 DELETION SYNDROME					HP:0002650	Scoliosis			IEA	IEA	rare					OMIM-CS:SKELETAL_SPINE > SCOLIOSIS (RARE)	OMIM:614527	HPO:skoehler	18.11.2012
OMIM:614527	#614527 CHROMOSOME 17q12 DELETION SYNDROME					HP:0002164	Nail dysplasia			IEA	IEA	rare					OMIM-CS:SKIN, NAILS, HAIR_NAILS > ONYCHODYSTROPHY (RARE)	OMIM:614527	HPO:skoehler	18.11.2012
