Disease ID	Disease Name	Gene ID	Gene Name	Genotype	Gene Symbol(s)	Phenotype ID	Phenotype Name	Entity ID	Entity Name	Quality ID	Quality Name	Add'l Entity ID	Add'l Entity Name	Age of Onset ID	Age of Onset Name	Evidence	Frequency	Abnormal ID	Abnormal Name	Sex	Negation	Description	Orthologs	Pub	Date Created	
MIM:182290	SMITH-MAGENIS SYNDROME SMITH-MAGENIS CHROMOSOME REGION, INCLUDED	MIM:607642	RETINOIC ACID-INDUCED GENE 1	del17p11.2; MIM:607642 / wt	RAI1	HP:0002650	Scoliosis									TEA	typical							http://www.ncbi.nlm.nih.gov/bookshelf/br.fcgi?book=gene&part=sms	17.02.2009	
MIM:182290	SMITH-MAGENIS SYNDROME SMITH-MAGENIS CHROMOSOME REGION, INCLUDED	MIM:607642	RETINOIC ACID-INDUCED GENE 1	del17p11.2; MIM:607642 / wt	RAI1	HP:0000303	Mandibular prognathia							HP:0003584	Late onset	TEA	common							http://www.ncbi.nlm.nih.gov/bookshelf/br.fcgi?book=gene&part=sms	09.09.2010	
MIM:182290	SMITH-MAGENIS SYNDROME SMITH-MAGENIS CHROMOSOME REGION, INCLUDED	MIM:607642	RETINOIC ACID-INDUCED GENE 1	del17p11.2; MIM:607642 / wt	RAI1	HP:0010803	Everted upper lip vermilion									TEA	common							http://www.ncbi.nlm.nih.gov/bookshelf/br.fcgi?book=gene&part=sms	09.09.2010	
MIM:182290	SMITH-MAGENIS SYNDROME SMITH-MAGENIS CHROMOSOME REGION, INCLUDED	MIM:607642	RETINOIC ACID-INDUCED GENE 1	del17p11.2; MIM:607642 / wt	RAI1	HP:0000490	Deep set eyes									TEA	common							http://www.ncbi.nlm.nih.gov/bookshelf/br.fcgi?book=gene&part=sms	09.09.2010	
MIM:182290	SMITH-MAGENIS SYNDROME SMITH-MAGENIS CHROMOSOME REGION, INCLUDED	MIM:607642	RETINOIC ACID-INDUCED GENE 1	del17p11.2; MIM:607642 / wt	RAI1	HP:0000490	Deep set eyes									TEA	common							http://www.ncbi.nlm.nih.gov/bookshelf/br.fcgi?book=gene&part=sms	09.09.2010	
MIM:182290	SMITH-MAGENIS SYNDROME SMITH-MAGENIS CHROMOSOME REGION, INCLUDED	MIM:607642	RETINOIC ACID-INDUCED GENE 1	del17p11.2; MIM:607642 / wt	RAI1	HP:0001165	Small hands									TEA	common							http://www.ncbi.nlm.nih.gov/bookshelf/br.fcgi?book=gene&part=sms	09.09.2010	
MIM:182290	SMITH-MAGENIS SYNDROME SMITH-MAGENIS CHROMOSOME REGION, INCLUDED	MIM:607642	RETINOIC ACID-INDUCED GENE 1	del17p11.2; MIM:607642 / wt	RAI1	HP:0001169	Broad hands									TEA	common							http://www.ncbi.nlm.nih.gov/bookshelf/br.fcgi?book=gene&part=sms	09.09.2010	
MIM:182290	SMITH-MAGENIS SYNDROME SMITH-MAGENIS CHROMOSOME REGION, INCLUDED	MIM:607642	RETINOIC ACID-INDUCED GENE 1	del17p11.2; MIM:607642 / wt	RAI1	HP:0000164	Abnormality of the teeth									TEA	common							http://www.ncbi.nlm.nih.gov/bookshelf/br.fcgi?book=gene&part=sms	09.09.2010	
MIM:182290	SMITH-MAGENIS SYNDROME SMITH-MAGENIS CHROMOSOME REGION, INCLUDED	MIM:607642	RETINOIC ACID-INDUCED GENE 1	del17p11.2; MIM:607642 / wt	RAI1	HP:0008609	Middle ear malformations									TEA	common							http://www.ncbi.nlm.nih.gov/bookshelf/br.fcgi?book=gene&part=sms	09.09.2010	
MIM:182290	SMITH-MAGENIS SYNDROME SMITH-MAGENIS CHROMOSOME REGION, INCLUDED	MIM:607642	RETINOIC ACID-INDUCED GENE 1	del17p11.2; MIM:607642 / wt	RAI1	HP:0001600	Abnormality of the larynx									TEA	common							http://www.ncbi.nlm.nih.gov/bookshelf/br.fcgi?book=gene&part=sms	09.09.2010	
MIM:182290	SMITH-MAGENIS SYNDROME SMITH-MAGENIS CHROMOSOME REGION, INCLUDED	MIM:607642	RETINOIC ACID-INDUCED GENE 1	del17p11.2; MIM:607642 / wt	RAI1	HP:0001609	Hoarse voice									TEA	common							http://www.ncbi.nlm.nih.gov/bookshelf/br.fcgi?book=gene&part=sms	09.09.2010	
MIM:182290	SMITH-MAGENIS SYNDROME SMITH-MAGENIS CHROMOSOME REGION, INCLUDED	MIM:607642	RETINOIC ACID-INDUCED GENE 1	del17p11.2; MIM:607642 / wt	RAI1	HP:0001263	Developmental retardation									TEA	common							http://www.ncbi.nlm.nih.gov/bookshelf/br.fcgi?book=gene&part=sms	09.09.2010	
MIM:182290	SMITH-MAGENIS SYNDROME SMITH-MAGENIS CHROMOSOME REGION, INCLUDED	MIM:607642	RETINOIC ACID-INDUCED GENE 1	del17p11.2; MIM:607642 / wt	RAI1	HP:0000733	Stereotyped, repetitive behaviour							HP:0003576	Onset in infancy	TEA	common							http://www.ncbi.nlm.nih.gov/bookshelf/br.fcgi?book=gene&part=sms	09.09.2010	
MIM:182290	SMITH-MAGENIS SYNDROME SMITH-MAGENIS CHROMOSOME REGION, INCLUDED	MIM:607642	RETINOIC ACID-INDUCED GENE 1	del17p11.2; MIM:607642 / wt	RAI1	HP:0001290	Generalized hypotonia							HP:0003576	Onset in infancy	TEA	common							http://www.ncbi.nlm.nih.gov/bookshelf/br.fcgi?book=gene&part=sms	09.09.2010	
MIM:182290	SMITH-MAGENIS SYNDROME SMITH-MAGENIS CHROMOSOME REGION, INCLUDED	MIM:607642	RETINOIC ACID-INDUCED GENE 1	del17p11.2; MIM:607642 / wt	RAI1	HP:0000733	Stereotyped, repetitive behaviour									TEA	common							http://www.ncbi.nlm.nih.gov/bookshelf/br.fcgi?book=gene&part=sms	09.09.2010	
MIM:182290	SMITH-MAGENIS SYNDROME SMITH-MAGENIS CHROMOSOME REGION, INCLUDED	MIM:607642	RETINOIC ACID-INDUCED GENE 1	del17p11.2; MIM:607642 / wt	RAI1	HP:0000742	Self-mutilation									TEA	common							http://www.ncbi.nlm.nih.gov/bookshelf/br.fcgi?book=gene&part=sms	09.09.2010	
MIM:182290	SMITH-MAGENIS SYNDROME SMITH-MAGENIS CHROMOSOME REGION, INCLUDED	MIM:607642	RETINOIC ACID-INDUCED GENE 1	del17p11.2; MIM:607642 / wt	RAI1	HP:0002117	Speech delay									TEA	common							http://www.ncbi.nlm.nih.gov/bookshelf/br.fcgi?book=gene&part=sms	09.09.2010	
MIM:182290	SMITH-MAGENIS SYNDROME SMITH-MAGENIS CHROMOSOME REGION, INCLUDED	MIM:607642	RETINOIC ACID-INDUCED GENE 1	del17p11.2; MIM:607642 / wt	RAI1	HP:0001509	Short stature									TEA	typical							http://www.ncbi.nlm.nih.gov/bookshelf/br.fcgi?book=gene&part=sms	09.09.2010	
MIM:182290	SMITH-MAGENIS SYNDROME SMITH-MAGENIS CHROMOSOME REGION, INCLUDED	MIM:607642	RETINOIC ACID-INDUCED GENE 1	del17p11.2; MIM:607642 / wt	RAI1	HP:0002119	Ventriculomegaly									TEA	typical							http://www.ncbi.nlm.nih.gov/bookshelf/br.fcgi?book=gene&part=sms	09.09.2010	
MIM:182290	SMITH-MAGENIS SYNDROME SMITH-MAGENIS CHROMOSOME REGION, INCLUDED	MIM:607642	RETINOIC ACID-INDUCED GENE 1	del17p11.2; MIM:607642 / wt	RAI1	HP:0010780	Hyperacusis									TEA	typical							http://www.ncbi.nlm.nih.gov/bookshelf/br.fcgi?book=gene&part=sms	09.09.2010	
MIM:182290	SMITH-MAGENIS SYNDROME SMITH-MAGENIS CHROMOSOME REGION, INCLUDED	MIM:607642	RETINOIC ACID-INDUCED GENE 1	del17p11.2; MIM:607642 / wt	RAI1	HP:0005607	Abnormality of the tracheobronchial system									TEA	typical							http://www.ncbi.nlm.nih.gov/bookshelf/br.fcgi?book=gene&part=sms	09.09.2010	
MIM:182290	SMITH-MAGENIS SYNDROME SMITH-MAGENIS CHROMOSOME REGION, INCLUDED	MIM:607642	RETINOIC ACID-INDUCED GENE 1	del17p11.2; MIM:607642 / wt	RAI1	HP:0000220	Velopharyngeal insufficiency									TEA	typical							http://www.ncbi.nlm.nih.gov/bookshelf/br.fcgi?book=gene&part=sms	09.09.2010	
MIM:182290	SMITH-MAGENIS SYNDROME SMITH-MAGENIS CHROMOSOME REGION, INCLUDED	MIM:607642	RETINOIC ACID-INDUCED GENE 1	del17p11.2; MIM:607642 / wt	RAI1	HP:0000478	Abnormality of the eyes									TEA	typical							http://www.ncbi.nlm.nih.gov/bookshelf/br.fcgi?book=gene&part=sms	09.09.2010	
MIM:182290	SMITH-MAGENIS SYNDROME SMITH-MAGENIS CHROMOSOME REGION, INCLUDED	MIM:607642	RETINOIC ACID-INDUCED GENE 1	del17p11.2; MIM:607642 / wt	RAI1	HP:0003124	Hypercholesterolemia									TEA	typical							http://www.ncbi.nlm.nih.gov/bookshelf/br.fcgi?book=gene&part=sms	09.09.2010	
MIM:182290	SMITH-MAGENIS SYNDROME SMITH-MAGENIS CHROMOSOME REGION, INCLUDED	MIM:607642	RETINOIC ACID-INDUCED GENE 1	del17p11.2; MIM:607642 / wt	RAI1	HP:0002155	Hypertriglyceridemia									TEA	typical							http://www.ncbi.nlm.nih.gov/bookshelf/br.fcgi?book=gene&part=sms	09.09.2010	
MIM:182290	SMITH-MAGENIS SYNDROME SMITH-MAGENIS CHROMOSOME REGION, INCLUDED	MIM:607642	RETINOIC ACID-INDUCED GENE 1	del17p11.2; MIM:607642 / wt	RAI1	HP:0002019	Constipation									TEA	typical							http://www.ncbi.nlm.nih.gov/bookshelf/br.fcgi?book=gene&part=sms	09.09.2010	
MIM:182290	SMITH-MAGENIS SYNDROME SMITH-MAGENIS CHROMOSOME REGION, INCLUDED	MIM:607642	RETINOIC ACID-INDUCED GENE 1	del17p11.2; MIM:607642 / wt	RAI1	HP:0002353	EEG abnormalities									TEA	typical							http://www.ncbi.nlm.nih.gov/bookshelf/br.fcgi?book=gene&part=sms	09.09.2010	
MIM:182290	SMITH-MAGENIS SYNDROME SMITH-MAGENIS CHROMOSOME REGION, INCLUDED	MIM:607642	RETINOIC ACID-INDUCED GENE 1	del17p11.2; MIM:607642 / wt	RAI1	HP:0001250	Seizures									TEA	frequent							http://www.ncbi.nlm.nih.gov/bookshelf/br.fcgi?book=gene&part=sms	09.09.2010	
MIM:182290	SMITH-MAGENIS SYNDROME SMITH-MAGENIS CHROMOSOME REGION, INCLUDED	MIM:607642	RETINOIC ACID-INDUCED GENE 1	del17p11.2; MIM:607642 / wt	RAI1	HP:0000820	Abnormality of the thyroid gland									TEA	frequent							http://www.ncbi.nlm.nih.gov/bookshelf/br.fcgi?book=gene&part=sms	09.09.2010	
MIM:182290	SMITH-MAGENIS SYNDROME SMITH-MAGENIS CHROMOSOME REGION, INCLUDED	MIM:607642	RETINOIC ACID-INDUCED GENE 1	del17p11.2; MIM:607642 / wt	RAI1	HP:0000820	Abnormality of the thyroid gland									TEA	frequent							http://www.ncbi.nlm.nih.gov/bookshelf/br.fcgi?book=gene&part=sms	09.09.2010	
MIM:182290	SMITH-MAGENIS SYNDROME SMITH-MAGENIS CHROMOSOME REGION, INCLUDED	MIM:607642	RETINOIC ACID-INDUCED GENE 1	del17p11.2; MIM:607642 / wt	RAI1	HP:0002715	Immunological abnormality									TEA	frequent							http://www.ncbi.nlm.nih.gov/bookshelf/br.fcgi?book=gene&part=sms	09.09.2010	
MIM:182290	SMITH-MAGENIS SYNDROME SMITH-MAGENIS CHROMOSOME REGION, INCLUDED	MIM:607642	RETINOIC ACID-INDUCED GENE 1	del17p11.2; MIM:607642 / wt	RAI1	HP:0002973	Abnormality of the forearm									TEA	occasional							http://www.ncbi.nlm.nih.gov/bookshelf/br.fcgi?book=gene&part=sms	09.09.2010	
MIM:182290	SMITH-MAGENIS SYNDROME SMITH-MAGENIS CHROMOSOME REGION, INCLUDED	MIM:607642	RETINOIC ACID-INDUCED GENE 1	del17p11.2; MIM:607642 / wt	RAI1	HP:0000202	Cleft lip/palate									TEA	occasional							http://www.ncbi.nlm.nih.gov/bookshelf/br.fcgi?book=gene&part=sms	09.09.2010	
MIM:182290	SMITH-MAGENIS SYNDROME SMITH-MAGENIS CHROMOSOME REGION, INCLUDED	MIM:607642	RETINOIC ACID-INDUCED GENE 1	del17p11.2; MIM:607642 / wt	RAI1	HP:0000541	Detached retina									TEA	occasional							http://www.ncbi.nlm.nih.gov/bookshelf/br.fcgi?book=gene&part=sms	09.09.2010	
MIM:182290	SMITH-MAGENIS SYNDROME SMITH-MAGENIS CHROMOSOME REGION, INCLUDED	MIM:607642	RETINOIC ACID-INDUCED GENE 1	del17p11.2; MIM:607642 / wt	RAI1	HP:0000006	Autosomal dominant inheritance									TEA								http://www.ncbi.nlm.nih.gov/bookshelf/br.fcgi?book=gene&part=sms	09.09.2010	
MIM:182290	SMITH-MAGENIS SYNDROME SMITH-MAGENIS CHROMOSOME REGION, INCLUDED	MIM:607642	RETINOIC ACID-INDUCED GENE 1	del17p11.2; MIM:607642 / wt	RAI1	HP:0000664	Synophrys									TEA	typical							ISBN-13:978-0721606156	09.09.2010	
MIM:182290	SMITH-MAGENIS SYNDROME SMITH-MAGENIS CHROMOSOME REGION, INCLUDED	MIM:607642	RETINOIC ACID-INDUCED GENE 1	del17p11.2; MIM:607642 / wt	RAI1	HP:0000356	Abnormality of the outer ear									TEA	typical							ISBN-13:978-0721606156	09.09.2010	
MIM:182290	SMITH-MAGENIS SYNDROME SMITH-MAGENIS CHROMOSOME REGION, INCLUDED	MIM:607642	RETINOIC ACID-INDUCED GENE 1	del17p11.2; MIM:607642 / wt	RAI1	HP:0001763	Pes planus									TEA	typical							ISBN-13:978-0721606156	09.09.2010	
MIM:182290	SMITH-MAGENIS SYNDROME SMITH-MAGENIS CHROMOSOME REGION, INCLUDED	MIM:607642	RETINOIC ACID-INDUCED GENE 1	del17p11.2; MIM:607642 / wt	RAI1	HP:0007328	Decreased pain sensation									TEA	typical							ISBN-13:978-0721606156	09.09.2010	
