Disease ID	Disease Name	Gene ID	Gene Name	Genotype	Gene Symbol(s)	Phenotype ID	Phenotype Name	Age of Onset ID	Age of Onset Name	Evidence ID	Evidence Name	Frequency	Sex ID	Sex Name	Negation ID	Negation Name	Description	Pub	Assigned by	Date Created	
OMIM:300860	#300860 MENTAL RETARDATION, X-LINKED, SYNDROMIC, NASCIMENTO TYPE; MRXSN;;MENTAL RETARDATION, X-LINKED, SYNDROMIC, 30; MRXS30					HP:0001249	Intellectual disability			IEA	IEA						OMIM-CS:NEUROLOGIC_CENTRAL NERVOUS SYSTEM > MENTAL RETARDATION	OMIM:300860	HPO:skoehler	Oct 14, 2012	
OMIM:300860	#300860 MENTAL RETARDATION, X-LINKED, SYNDROMIC, NASCIMENTO TYPE; MRXSN;;MENTAL RETARDATION, X-LINKED, SYNDROMIC, 30; MRXS30					HP:0001250	Seizures			IEA	IEA						OMIM-CS:NEUROLOGIC_CENTRAL NERVOUS SYSTEM > SEIZURES	OMIM:300860	HPO:skoehler	Oct 14, 2012	
OMIM:300860	#300860 MENTAL RETARDATION, X-LINKED, SYNDROMIC, NASCIMENTO TYPE; MRXSN;;MENTAL RETARDATION, X-LINKED, SYNDROMIC, 30; MRXS30					HP:0007103	Hypodensity of cerebral white matter on MRI			IEA	IEA						OMIM-CS:NEUROLOGIC_CENTRAL NERVOUS SYSTEM > WHITE MATTER HYPODENSITIES ON BRAIN IMAGING	OMIM:300860	HPO:skoehler	Oct 14, 2012	
OMIM:300860	#300860 MENTAL RETARDATION, X-LINKED, SYNDROMIC, NASCIMENTO TYPE; MRXSN;;MENTAL RETARDATION, X-LINKED, SYNDROMIC, 30; MRXS30					HP:0010055	Broad hallux			IEA	IEA						OMIM-CS:SKELETAL_FEET > BROAD FIRST TOE	OMIM:300860	HPO:skoehler	Oct 14, 2012	
OMIM:300860	#300860 MENTAL RETARDATION, X-LINKED, SYNDROMIC, NASCIMENTO TYPE; MRXSN;;MENTAL RETARDATION, X-LINKED, SYNDROMIC, 30; MRXS30					HP:0001763	Pes planus			IEA	IEA						OMIM-CS:SKELETAL_FEET > FLAT FEET	OMIM:300860	HPO:skoehler	Oct 14, 2012	
OMIM:300860	#300860 MENTAL RETARDATION, X-LINKED, SYNDROMIC, NASCIMENTO TYPE; MRXSN;;MENTAL RETARDATION, X-LINKED, SYNDROMIC, 30; MRXS30					HP:0001764	Small feet			IEA	IEA						OMIM-CS:SKELETAL_FEET > SMALL FEET	OMIM:300860	HPO:skoehler	Oct 14, 2012	
OMIM:300860	#300860 MENTAL RETARDATION, X-LINKED, SYNDROMIC, NASCIMENTO TYPE; MRXSN;;MENTAL RETARDATION, X-LINKED, SYNDROMIC, 30; MRXS30					HP:0010721	Abnormal hair whorl			IEA	IEA						OMIM-CS:SKIN, NAILS, HAIR_HAIR > HAIR WHORLS	OMIM:300860	HPO:skoehler	Oct 14, 2012	
OMIM:300860	#300860 MENTAL RETARDATION, X-LINKED, SYNDROMIC, NASCIMENTO TYPE; MRXSN;;MENTAL RETARDATION, X-LINKED, SYNDROMIC, 30; MRXS30					HP:0001007	Hirsutism			IEA	IEA						OMIM-CS:SKIN, NAILS, HAIR_HAIR > HIRSUTISM, GENERALIZED	OMIM:300860	HPO:skoehler	Oct 14, 2012	
OMIM:300860	#300860 MENTAL RETARDATION, X-LINKED, SYNDROMIC, NASCIMENTO TYPE; MRXSN;;MENTAL RETARDATION, X-LINKED, SYNDROMIC, 30; MRXS30					HP:0002162	Low posterior hairline			IEA	IEA						OMIM-CS:SKIN, NAILS, HAIR_HAIR > LOW POSTERIOR HAIRLINE	OMIM:300860	HPO:skoehler	Oct 14, 2012	
OMIM:300860	#300860 MENTAL RETARDATION, X-LINKED, SYNDROMIC, NASCIMENTO TYPE; MRXSN;;MENTAL RETARDATION, X-LINKED, SYNDROMIC, 30; MRXS30					HP:0000664	Synophrys			IEA	IEA						OMIM-CS:SKIN, NAILS, HAIR_HAIR > SYNOPHRYS	OMIM:300860	HPO:skoehler	Oct 14, 2012	
OMIM:300860	#300860 MENTAL RETARDATION, X-LINKED, SYNDROMIC, NASCIMENTO TYPE; MRXSN;;MENTAL RETARDATION, X-LINKED, SYNDROMIC, 30; MRXS30					HP:0002164	Nail dysplasia			IEA	IEA						OMIM-CS:SKIN, NAILS, HAIR_NAILS > ONYCHODYSTROPHY	OMIM:300860	HPO:skoehler	Oct 14, 2012	
OMIM:300860	#300860 MENTAL RETARDATION, X-LINKED, SYNDROMIC, NASCIMENTO TYPE; MRXSN;;MENTAL RETARDATION, X-LINKED, SYNDROMIC, 30; MRXS30					HP:0000958	Dry skin			IEA	IEA						OMIM-CS:SKIN, NAILS, HAIR_SKIN > DRY SKIN	OMIM:300860	HPO:skoehler	Oct 14, 2012	
OMIM:300860	#300860 MENTAL RETARDATION, X-LINKED, SYNDROMIC, NASCIMENTO TYPE; MRXSN;;MENTAL RETARDATION, X-LINKED, SYNDROMIC, 30; MRXS30					HP:0005590	Spotty hypopigmentation			IEA	IEA	rare					OMIM-CS:SKIN, NAILS, HAIR_SKIN > HYPOPIGMENTED SPOTS (LESS COMMON)	OMIM:300860	HPO:skoehler	Oct 14, 2012	
OMIM:300860	#300860 MENTAL RETARDATION, X-LINKED, SYNDROMIC, NASCIMENTO TYPE; MRXSN;;MENTAL RETARDATION, X-LINKED, SYNDROMIC, 30; MRXS30					HP:0000470	Short neck			IEA	IEA						OMIM-CS:HEAD AND NECK_NECK > SHORT, BROAD NECK	OMIM:300860	HPO:skoehler	Oct 16, 2012	
OMIM:300860	#300860 MENTAL RETARDATION, X-LINKED, SYNDROMIC, NASCIMENTO TYPE; MRXSN;;MENTAL RETARDATION, X-LINKED, SYNDROMIC 30; MRXS30					HP:0008404	Nail dystrophy			IEA	IEA						OMIM-CS:SKIN, NAILS, HAIR_NAILS > ONYCHODYSTROPHY	OMIM:300860	HPO:skoehler	03.05.2013
OMIM:300860	#300860 MENTAL RETARDATION, X-LINKED, SYNDROMIC, NASCIMENTO TYPE; MRXSN;;MENTAL RETARDATION, X-LINKED, SYNDROMIC 30; MRXS30					HP:0200137	Short, broad neck			IEA	IEA						OMIM-CS:HEAD AND NECK_NECK > SHORT, BROAD NECK	OMIM:300860	HPO:skoehler	12.06.2013
